נתונים היסטוריים - סוף יום תל גוב-שקלי 5-10,,,,,,
מתאריך 01/01/2010  עד תאריך 01/08/2025,,,,,,
תאריך,מדד בסיס,מדד פתיחה,מדד נעילה,מדד גבוה,מדד נמוך,שווי שוק כולל (אלפי ש''ח)
31/07/2025,492.59,493.21,492.35,493.69,491.84,
30/07/2025,492.16,492.16,492.59,493.16,492.16,65342190
29/07/2025,492.36,492.85,492.16,492.97,491.6,65285046
28/07/2025,493.65,493.96,492.36,494.3,492.06,65310627
27/07/2025,494.45,494.37,493.65,494.48,493.5,65481914
24/07/2025,495.03,495.1,494.45,495.39,494.11,65588452
23/07/2025,494.62,494.84,495.03,495.56,494.67,65666344
22/07/2025,494.86,494.92,494.62,494.92,494.13,65612412
21/07/2025,494.51,494.65,494.86,495.49,494.48,65245765
20/07/2025,493.92,493.92,494.51,494.94,493.92,65199382
17/07/2025,494.22,494.43,493.92,494.87,493.66,65121982
16/07/2025,495.26,495.26,494.22,495.26,493.95,65161431
15/07/2025,495.19,495.45,495.26,496,494.99,65183579
14/07/2025,496.44,496.44,495.19,496.44,494.57,64724336
13/07/2025,497.67,498.06,496.44,498.06,496.04,64888288
10/07/2025,497.79,498.77,497.67,498.77,497.29,65049318
09/07/2025,495.77,496.2,497.79,497.98,495.77,65020690
08/07/2025,497.2,497.2,495.77,497.2,495.52,63987146
07/07/2025,498.17,498.76,497.2,500.14,497.18,63772026
06/07/2025,497.96,498.88,498.17,499.7,498.12,63896358
03/07/2025,496.54,496.54,497.96,498.59,496.26,63868832
02/07/2025,496.45,496.7,496.54,496.98,495.7,63686453
01/07/2025,496.32,496.71,496.45,497.75,496.19,63625144
30/06/2025,494.74,494.98,496.32,497.51,494.53,63157867
29/06/2025,492.97,493.39,494.74,494.92,493.39,62957215
26/06/2025,491.21,491.21,492.97,493.38,491.21,62731422
25/06/2025,490.59,491.73,491.21,492.83,490.59,62506104
24/06/2025,486.91,488.83,490.59,492.79,488.83,62310946
23/06/2025,487.63,487.71,486.91,488.81,485.34,61449309
22/06/2025,483.65,484.4,487.63,488.08,484.4,61540454
19/06/2025,483.06,483.86,483.65,484.06,482.98,61036367
18/06/2025,481.23,481.8,483.06,483.06,481.05,60961855
17/06/2025,481.66,481.66,481.23,483.42,481.18,60731203
16/06/2025,478.39,478.38,481.66,481.66,478.38,60785525
15/06/2025,479.56,478,478.39,479.11,476.37,60370470
12/06/2025,480.62,480.4,479.56,480.4,477.93,60518339
11/06/2025,481.79,481.79,480.62,482.26,478.96,60653711
10/06/2025,481.12,481.49,481.79,482.09,480.88,60801580
09/06/2025,480.93,481.06,481.12,481.89,480.82,60328877
08/06/2025,482.58,482.15,480.93,482.15,480.61,60305618
05/06/2025,482.07,482.54,482.58,483.91,482.3,60513035
04/06/2025,480.96,480.96,482.07,482.56,479.6,60449387
03/06/2025,482.75,482.75,480.96,483.08,480.96,59874147
29/05/2025,482.54,482.49,482.75,483.48,482,60098866
28/05/2025,482.63,482.63,482.54,483.17,482.2,59964451
27/05/2025,481.47,481.47,482.63,482.99,481.47,61664370
26/05/2025,480.93,481.02,481.47,483.78,480.81,61515238
25/05/2025,479.96,480.32,480.93,481.22,480.32,61446771
22/05/2025,480.58,480.76,479.96,480.76,479.44,61322107
21/05/2025,482,479.52,480.58,481.68,479.52,61401900
20/05/2025,483.07,483.55,482,483.88,481.82,61583705
