תאריך,שער,פתיחה,גבוה,נמוך,נפח,שינוי %,,,,,,,,
25.08.2025,"13,802.24","13,883.29","13,908.87","13,774.54",,-0.58%,,,,,,,,
22.08.2025,"13,883.29","13,659.91","13,974.69","13,659.91",,1.64%,,,,,,,,
21.08.2025,"13,659.91","13,704.80","13,709.34","13,604.34",,-0.33%,,,,,,,,
20.08.2025,"13,704.51","13,679.09","13,833.23","13,669.00",,0.23%,,,,,,,,
19.08.2025,"13,672.97","13,404.14","13,675.54","13,404.14",,2.01%,,,,,,,,
18.08.2025,"13,404.14","13,514.79","13,546.42","13,403.05",,-0.81%,,,,,,,,
15.08.2025,"13,513.15","13,444.31","13,539.35","13,425.89",,0.52%,,,,,,,,
14.08.2025,"13,443.79","13,549.22","13,549.22","13,354.74",,-0.77%,,,,,,,,
13.08.2025,"13,548.11","13,429.78","13,567.04","13,400.89",,0.88%,,,,,,,,https://il.investing.com/indices/dj-us-select-reit-tr-historical-data
12.08.2025,"13,429.53","13,330.44","13,431.35","13,271.26",,0.79%,,,,,,,,
11.08.2025,"13,324.38","13,376.11","13,424.95","13,324.38",,-0.58%,,,,,,,,
08.08.2025,"13,402.01","13,504.91","13,538.98","13,389.02",,-0.77%,,,,,,,rwr,
07.08.2025,"13,505.40","13,466.33","13,531.83","13,421.73",,0.29%,,,,,,,,
06.08.2025,"13,466.16","13,566.66","13,601.57","13,458.35",,-0.74%,,,,,,,,
05.08.2025,"13,566.66","13,458.27","13,584.60","13,427.07",,0.81%,,,,,,,,
04.08.2025,"13,458.27","13,344.65","13,505.91","13,344.65",,0.87%,,,,,,,,
01.08.2025,"13,342.09","13,406.00","13,499.89","13,229.80",,-0.45%,,,,,,,,
31.07.2025,"13,402.79","13,638.83","13,638.83","13,388.08",,-1.71%,,,,,,,,
30.07.2025,"13,635.46","13,841.10","13,858.92","13,545.67",,-1.49%,,,,,,,,
29.07.2025,"13,841.10","13,551.83","13,857.98","13,551.83",,2.13%,,,,,,,,
28.07.2025,"13,551.83","13,758.18","13,760.61","13,546.98",,-1.65%,,,,,,,,
25.07.2025,"13,778.70","13,776.24","13,814.18","13,637.50",,0.02%,,,,,,,,
24.07.2025,"13,776.24","13,865.72","13,865.72","13,776.24",,-0.65%,,,,,,,,
23.07.2025,"13,865.72","13,852.47","13,881.03","13,807.46",,0.10%,,,,,,,,
22.07.2025,"13,852.47","13,628.04","13,865.30","13,628.04",,1.65%,,,,,,,,
21.07.2025,"13,628.04","13,594.45","13,726.48","13,594.45",,0.25%,,,,,,,,
18.07.2025,"13,594.33","13,560.87","13,636.34","13,536.24",,0.25%,,,,,,,,
17.07.2025,"13,559.94","13,605.39","13,633.06","13,501.72",,-0.33%,,,,,,,,
16.07.2025,"13,605.39","13,494.31","13,672.65","13,494.31",,0.82%,,,,,,,,
15.07.2025,"13,494.31","13,685.16","13,693.57","13,464.52",,-1.35%,,,,,,,,
14.07.2025,"13,679.36","13,586.93","13,680.17","13,567.56",,0.68%,,,,,,,,
11.07.2025,"13,586.93","13,550.97","13,617.27","13,412.57",,0.27%,,,,,,,,
10.07.2025,"13,550.49","13,471.25","13,641.66","13,454.70",,0.60%,,,,,,,,
09.07.2025,"13,469.55","13,493.48","13,522.17","13,438.45",,-0.17%,,,,,,,,
08.07.2025,"13,492.69","13,525.29","13,566.67","13,453.61",,-0.24%,,,,,,,,
07.07.2025,"13,525.29","13,648.15","13,739.95","13,458.69",,-0.90%,,,,,,,,
03.07.2025,"13,647.44","13,613.87","13,691.76","13,591.48",,0.25%,,,,,,,,
02.07.2025,"13,613.87","13,566.59","13,624.07","13,477.57",,0.36%,,,,,,,,
01.07.2025,"13,565.08","13,507.49","13,699.91","13,446.33",,0.47%,,,,,,,,
30.06.2025,"13,501.61","13,463.94","13,505.54","13,257.47",,0.54%,,,,,,,,
27.06.2025,"13,428.43","13,381.60","13,567.98","13,379.10",,0.37%,,,,,,,,
26.06.2025,"13,378.95","13,404.56","13,405.63","13,211.35",,-0.17%,,,,,,,,
25.06.2025,"13,402.07","13,770.64","13,770.64","13,394.20",,-2.68%,,,,,,,,
24.06.2025,"13,770.64","13,762.28","13,825.10","13,709.95",,0.08%,,,,,,,,
23.06.2025,"13,759.17","13,590.03","13,775.60","13,575.09",,1.25%,,,,,,,,
20.06.2025,"13,589.91","13,618.71","13,721.77","13,570.50",,-0.21%,,,,,,,,
18.06.2025,"13,618.59","13,586.94","13,721.18","13,544.89",,0.27%,,,,,,,,
17.06.2025,"13,581.97","13,608.81","13,665.93","13,518.42",,-0.10%,,,,,,,,
16.06.2025,"13,596.23","13,623.38","13,769.02","13,555.00",,-0.16%,,,,,,,,
13.06.2025,"13,617.58","13,741.95","13,741.95","13,508.55",,-0.85%,,,,,,,,
12.06.2025,"13,734.47","13,701.60","13,759.08","13,655.79",,0.33%,,,,,,,,
11.06.2025,"13,689.76","13,793.06","13,858.58","13,643.83",,-0.74%,,,,,,,,
10.06.2025,"13,791.54","13,699.39","13,805.44","13,699.39",,0.67%,,,,,,,,
09.06.2025,"13,699.39","13,697.59","13,788.23","13,589.26",,0.08%,,,,,,,,
06.06.2025,"13,689.09","13,576.99","13,734.51","13,576.99",,0.84%,,,,,,,,
05.06.2025,"13,574.75","13,611.36","13,658.73","13,518.36",,-0.27%,,,,,,,,
04.06.2025,"13,611.15","13,593.23","13,657.27","13,509.49",,0.13%,,,,,,,,
03.06.2025,"13,593.23","13,659.93","13,659.93","13,493.16",,-0.48%,,,,,,,,
02.06.2025,"13,659.38","13,637.66","13,660.86","13,406.25",,0.18%,,,,,,,,
30.05.2025,"13,634.33","13,632.31","13,669.10","13,497.61",,0.03%,,,,,,,,
29.05.2025,"13,630.88","13,489.12","13,694.16","13,489.12",,1.05%,,,,,,,,
28.05.2025,"13,489.12","13,482.44","13,497.77","13,394.22",,0.05%,,,,,,,,
27.05.2025,"13,482.44","13,351.56","13,515.98","13,295.58",,1.93%,,,,,,,,
23.05.2025,"13,227.08","13,240.34","13,267.91","13,141.48",,-0.10%,,,,,,,,
22.05.2025,"13,240.34","13,276.39","13,300.19","13,134.40",,-0.27%,,,,,,,,
21.05.2025,"13,276.39","13,654.48","13,654.48","13,266.33",,-2.72%,,,,,,,,
20.05.2025,"13,648.17","13,735.76","13,735.76","13,614.77",,-0.64%,,,,,,,,
19.05.2025,"13,735.76","13,724.62","13,741.85","13,583.09",,0.09%,,,,,,,,
17.05.2025,"13,722.97","13,549.27","13,722.97","13,722.97",,0.00%,,,,,,,,
16.05.2025,"13,722.97","13,549.27","13,728.32","13,533.80",,1.28%,,,,,,,,
15.05.2025,"13,548.99","13,330.52","13,552.62","13,330.52",,1.64%,,,,,,,,
14.05.2025,"13,330.30","13,478.65","13,478.65","13,272.37",,-1.06%,,,,,,,,
13.05.2025,"13,473.27","13,641.13","13,672.06","13,423.02",,-1.23%,,,,,,,,
12.05.2025,"13,641.13","13,504.83","13,742.47","13,504.83",,1.02%,,,,,,,,
09.05.2025,"13,503.38","13,411.16","13,544.64","13,391.90",,0.69%,,,,,,,,
08.05.2025,"13,411.01","13,465.68","13,536.08","13,354.43",,-0.40%,,,,,,,,
07.05.2025,"13,465.48","13,435.37","13,571.61","13,435.37",,0.22%,,,,,,,,
06.05.2025,"13,435.37","13,525.71","13,538.16","13,353.40",,-0.67%,,,,,,,,
05.05.2025,"13,525.71","13,576.51","13,614.03","13,467.14",,-0.35%,,,,,,,,
02.05.2025,"13,573.79","13,390.83","13,609.92","13,390.83",,1.37%,,,,,,,,
01.05.2025,"13,390.83","13,360.92","13,517.32","13,295.07",,0.25%,,,,,,,,
30.04.2025,"13,357.82","13,256.90","13,384.46","13,069.32",,0.79%,,,,,,,,
29.04.2025,"13,253.61","13,284.38","13,334.42","13,151.56",,-0.23%,,,,,,,,
28.04.2025,"13,284.38","13,181.23","13,308.74","13,137.87",,0.78%,,,,,,,,
25.04.2025,"13,181.23","13,188.79","13,248.63","13,097.93",,-0.06%,,,,,,,,
24.04.2025,"13,188.79","13,137.59","13,262.28","13,079.88",,0.38%,,,,,,,,
23.04.2025,"13,138.66","13,066.06","13,397.95","13,066.06",,0.56%,,,,,,,,
22.04.2025,"13,066.06","12,980.72","13,122.06","12,931.10",,1.89%,,,,,,,,
21.04.2025,"12,823.38","13,092.53","13,092.53","12,660.91",,-2.06%,,,,,,,,
17.04.2025,"13,092.53","12,892.55","13,206.19","12,892.55",,1.56%,,,,,,,,
16.04.2025,"12,891.62","12,892.15","13,057.02","12,816.28",,0.00%,,,,,,,,
15.04.2025,"12,892.15","12,855.89","12,966.02","12,830.55",,0.30%,,,,,,,,
14.04.2025,"12,853.39","12,596.92","12,929.41","12,596.92",,2.04%,,,,,,,,
11.04.2025,"12,596.92","12,458.32","12,611.75","12,199.86",,1.12%,,,,,,,,
10.04.2025,"12,457.83","12,770.79","12,770.79","12,140.80",,-2.44%,,,,,,,,
09.04.2025,"12,769.09","11,982.99","12,822.12","11,524.75",,6.57%,,,,,,,,
08.04.2025,"11,982.21","12,282.85","12,610.18","11,849.42",,-2.45%,,,,,,,,
07.04.2025,"12,282.85","12,658.00","12,801.02","12,001.57",,-2.96%,,,,,,,,
04.04.2025,"12,658.00","13,247.24","13,247.24","12,644.40",,-4.45%,,,,,,,,
03.04.2025,"13,247.24","13,823.95","13,823.95","13,233.03",,-4.16%,,,,,,,,
02.04.2025,"13,822.91","13,741.66","13,848.11","13,652.94",,0.60%,,,,,,,,
01.04.2025,"13,740.50","13,787.33","13,791.79","13,568.53",,0.03%,,,,,,,,
31.03.2025,"13,736.57","13,641.99","13,811.43","13,619.63",,0.97%,,,,,,,,
28.03.2025,"13,604.91","13,610.05","13,676.42","13,507.66",,-0.02%,,,,,,,,
27.03.2025,"13,607.11","13,689.86","13,793.49","13,578.39",,-0.55%,,,,,,,,
26.03.2025,"13,682.33","13,592.59","13,714.07","13,592.59",,0.66%,,,,,,,,
25.03.2025,"13,592.59","13,732.48","13,755.01","13,503.32",,-1.02%,,,,,,,,
24.03.2025,"13,732.48","13,484.81","13,747.99","13,484.81",,1.84%,,,,,,,,
21.03.2025,"13,484.68","13,677.44","13,677.44","13,412.83",,-1.41%,,,,,,,,
20.03.2025,"13,677.27","13,706.96","13,772.02","13,628.02",,-0.22%,,,,,,,,
19.03.2025,"13,706.96","13,690.40","13,804.72","13,593.67",,0.12%,,,,,,,,
18.03.2025,"13,690.19","13,796.78","13,834.77","13,636.28",,-0.68%,,,,,,,,
17.03.2025,"13,784.43","13,551.56","13,825.03","13,551.56",,1.72%,,,,,,,,
14.03.2025,"13,551.39","13,350.25","13,554.58","13,345.55",,1.60%,,,,,,,,
13.03.2025,"13,337.76","13,641.80","13,742.01","13,319.18",,-2.18%,,,,,,,,
12.03.2025,"13,635.56","13,675.18","13,751.55","13,575.08",,-0.28%,,,,,,,,
11.03.2025,"13,673.66","13,820.43","13,904.74","13,574.99",,-1.06%,,,,,,,,
10.03.2025,"13,820.43","13,999.72","14,081.06","13,747.35",,-1.22%,,,,,,,,
07.03.2025,"13,990.60","13,939.61","14,064.37","13,848.53",,0.38%,,,,,,,,
06.03.2025,"13,937.39","14,326.83","14,326.83","13,916.45",,-2.72%,,,,,,,,
05.03.2025,"14,326.62","14,077.99","14,353.75","14,071.79",,1.06%,,,,,,,,
04.03.2025,"14,176.17","14,356.73","14,421.89","14,163.93",,-1.25%,,,,,,,,
03.03.2025,"14,356.18","14,277.11","14,435.94","14,267.70",,0.59%,,,,,,,,
28.02.2025,"14,272.57","14,164.18","14,285.63","14,114.58",,0.78%,,,,,,,,
27.02.2025,"14,162.78","14,086.94","14,245.22","14,086.94",,0.54%,,,,,,,,
26.02.2025,"14,086.94","14,151.65","14,206.98","14,036.62",,-0.42%,,,,,,,,
25.02.2025,"14,145.69","14,042.56","14,203.54","14,016.36",,0.77%,,,,,,,,
24.02.2025,"14,037.34","13,982.57","14,124.69","13,939.10",,0.39%,,,,,,,,
21.02.2025,"13,982.41","14,102.41","14,125.62","13,885.31",,-0.85%,,,,,,,,
20.02.2025,"14,102.20","14,031.14","14,128.90","13,979.30",,0.51%,,,,,,,,
19.02.2025,"14,031.14","14,031.02","14,077.70","13,955.64",,0.00%,,,,,,,,
18.02.2025,"14,031.02","13,933.43","14,091.21","13,920.32",,0.46%,,,,,,,,
14.02.2025,"13,967.40","14,048.15","14,126.89","13,966.75",,-0.55%,,,,,,,,
13.02.2025,"14,045.23","13,852.26","14,074.18","13,835.94",,1.27%,,,,,,,,
12.02.2025,"13,869.34","13,958.09","13,958.09","13,723.96",,-0.64%,,,,,,,,
11.02.2025,"13,958.09","13,879.73","13,959.53","13,804.70",,0.56%,,,,,,,,
10.02.2025,"13,879.73","13,891.79","13,909.67","13,773.64",,-0.07%,,,,,,,,
07.02.2025,"13,889.42","13,937.32","13,974.20","13,829.63",,-0.29%,,,,,,,,
06.02.2025,"13,930.32","13,893.35","13,949.15","13,838.20",,0.27%,,,,,,,,
05.02.2025,"13,893.35","13,709.55","13,941.85","13,709.55",,1.34%,,,,,,,,
04.02.2025,"13,709.55","13,699.75","13,748.62","13,567.61",,0.07%,,,,,,,,
03.02.2025,"13,699.75","13,587.48","13,746.92","13,479.49",,-0.31%,,,,,,,,
31.01.2025,"13,742.53","13,771.20","13,871.63","13,693.37",,-0.18%,,,,,,,,
30.01.2025,"13,767.98","13,567.25","13,877.89","13,567.25",,1.48%,,,,,,,,
29.01.2025,"13,567.25","13,770.23","13,807.85","13,506.40",,-1.47%,,,,,,,,
28.01.2025,"13,770.23","13,911.94","13,911.94","13,733.95",,-1.02%,,,,,,,,
27.01.2025,"13,911.94","13,786.16","13,922.47","13,692.65",,0.91%,,,,,,,,
24.01.2025,"13,786.11","13,660.80","13,864.73","13,660.80",,0.54%,,,,,,,,
23.01.2025,"13,711.85","13,599.52","13,713.88","13,497.81",,0.83%,,,,,,,,
22.01.2025,"13,599.52","13,839.22","13,839.22","13,591.20",,-1.73%,,,,,,,,
21.01.2025,"13,839.22","13,613.89","13,849.86","13,613.89",,2.08%,,,,,,,,
17.01.2025,"13,557.11","13,576.83","13,663.11","13,555.79",,-0.15%,,,,,,,,
16.01.2025,"13,576.83","13,357.63","13,589.50","13,338.48",,1.64%,,,,,,,,
15.01.2025,"13,357.63","13,354.43","13,682.17","13,343.78",,0.04%,,,,,,,,
14.01.2025,"13,351.95","13,238.02","13,382.32","13,238.02",,0.86%,,,,,,,,
13.01.2025,"13,238.02","13,088.91","13,248.23","13,038.12",,1.14%,,,,,,,,
10.01.2025,"13,088.20","13,393.86","13,393.86","13,068.46",,-2.26%,,,,,,,,
08.01.2025,"13,391.41","13,361.15","13,411.59","13,245.80",,0.23%,,,,,,,,
07.01.2025,"13,360.81","13,427.01","13,558.18","13,318.44",,-0.49%,,,,,,,,
06.01.2025,"13,427.01","13,644.56","13,676.78","13,418.90",,-1.59%,,,,,,,,
03.01.2025,"13,644.56","13,461.52","13,651.61","13,458.62",,1.37%,,,,,,,,
02.01.2025,"13,459.68","13,588.77","13,597.84","13,412.26",,-0.87%,,,,,,,,
31.12.2024,"13,578.02","13,480.66","13,598.51","13,456.75",,0.97%,,,,,,,,
30.12.2024,"13,447.32","13,513.93","13,513.93","13,316.42",,-0.49%,,,,,,,,
27.12.2024,"13,513.57","13,659.39","13,680.95","13,472.91",,-1.06%,,,,,,,,
26.12.2024,"13,658.20","13,629.28","13,679.42","13,536.07",,0.23%,,,,,,,,
25.12.2024,"13,626.81","13,512.11","13,629.11","13,474.01",,0.00%,,,,,,,,
24.12.2024,"13,626.81","13,512.11","13,629.11","13,474.01",,0.85%,,,,,,,,
23.12.2024,"13,512.11","13,467.19","13,526.62","13,371.12",,0.33%,,,,,,,,
20.12.2024,"13,467.19","13,254.57","13,615.61","13,254.57",,1.61%,,,,,,,,
19.12.2024,"13,253.93","13,493.68","13,594.96","13,250.06",,-1.38%,,,,,,,,
18.12.2024,"13,439.60","13,995.26","14,035.71","13,434.69",,-3.96%,,,,,,,,
17.12.2024,"13,993.81","14,035.40","14,104.10","13,936.09",,-0.30%,,,,,,,,
16.12.2024,"14,035.40","14,090.40","14,183.86","14,022.46",,-0.25%,,,,,,,,
13.12.2024,"14,070.72","14,096.17","14,119.97","14,026.54",,-0.08%,,,,,,,,
12.12.2024,"14,082.39","14,091.28","14,248.24","14,071.23",,-0.06%,,,,,,,,
11.12.2024,"14,090.65","14,144.94","14,221.96","14,052.01",,-0.38%,,,,,,,,
10.12.2024,"14,144.94","14,317.22","14,317.22","14,094.12",,-1.20%,,,,,,,,
09.12.2024,"14,317.22","14,273.57","14,346.95","14,258.62",,0.37%,,,,,,,,
06.12.2024,"14,265.12","14,313.34","14,328.34","14,198.34",,-0.06%,,,,,,,,
05.12.2024,"14,272.99","14,314.62","14,314.62","14,195.69",,-0.27%,,,,,,,,
04.12.2024,"14,312.20","14,334.97","14,343.60","14,242.78",,-0.16%,,,,,,,,
03.12.2024,"14,334.97","14,421.11","14,452.65","14,324.62",,-0.60%,,,,,,,,
02.12.2024,"14,421.11","14,625.23","14,625.23","14,365.07",,-1.37%,,,,,,,,
29.11.2024,"14,622.01","14,718.83","14,782.48","14,619.39",,-0.60%,,,,,,,,
27.11.2024,"14,710.12","14,622.65","14,828.72","14,622.65",,0.60%,,,,,,,,
26.11.2024,"14,622.65","14,554.25","14,644.55","14,478.88",,0.46%,,,,,,,,
25.11.2024,"14,556.29","14,389.53","14,621.90","14,389.53",,1.16%,,,,,,,,
22.11.2024,"14,389.53","14,354.87","14,412.09","14,333.96",,0.64%,,,,,,,,
21.11.2024,"14,298.06","14,208.51","14,359.89","14,181.76",,0.63%,,,,,,,,
20.11.2024,"14,208.51","14,264.46","14,264.46","14,117.74",,-0.39%,,,,,,,,
19.11.2024,"14,264.46","14,170.56","14,284.35","14,072.60",,0.66%,,,,,,,,
18.11.2024,"14,170.56","14,087.74","14,181.31","14,012.33",,0.59%,,,,,,,,
15.11.2024,"14,087.04","14,063.03","14,116.85","13,959.00",,0.18%,,,,,,,,
14.11.2024,"14,062.23","14,218.02","14,218.02","14,049.27",,-1.10%,,,,,,,,
13.11.2024,"14,218.02","14,228.29","14,322.12","14,189.21",,0.64%,,,,,,,,
12.11.2024,"14,127.53","14,322.30","14,340.99","14,122.81",,-1.35%,,,,,,,,
11.11.2024,"14,320.34","14,355.98","14,477.06","14,310.36",,-0.25%,,,,,,,,
08.11.2024,"14,355.98","14,144.28","14,393.29","14,144.28",,1.50%,,,,,,,,
07.11.2024,"14,144.13","14,011.70","14,183.38","13,994.39",,0.95%,,,,,,,,
06.11.2024,"14,011.51","14,167.87","14,260.13","13,811.96",,-1.10%,,,,,,,,
05.11.2024,"14,167.87","13,983.88","14,167.87","13,875.24",,1.32%,,,,,,,,
04.11.2024,"13,983.88","13,872.53","14,016.96","13,869.01",,1.09%,,,,,,,,
01.11.2024,"13,832.55","13,984.99","14,091.30","13,828.77",,-1.07%,,,,,,,,
31.10.2024,"13,981.98","14,124.81","14,219.42","13,978.63",,-1.95%,,,,,,,,
30.10.2024,"14,260.09","14,211.83","14,349.35","14,211.83",,0.34%,,,,,,,,
29.10.2024,"14,211.83","14,261.04","14,311.38","14,176.54",,-0.36%,,,,,,,,
28.10.2024,"14,263.36","14,207.37","14,387.33","14,207.37",,0.39%,,,,,,,,
25.10.2024,"14,207.32","14,329.72","14,519.02","14,197.25",,-0.85%,,,,,,,,
24.10.2024,"14,329.72","14,359.85","14,421.82","14,305.52",,-0.21%,,,,,,,,
23.10.2024,"14,359.85","14,215.86","14,386.87","14,200.29",,1.01%,,,,,,,,
22.10.2024,"14,215.86","14,169.32","14,273.44","14,130.79",,0.33%,,,,,,,,
21.10.2024,"14,169.32","14,467.46","14,467.46","14,158.28",,-2.06%,,,,,,,,
18.10.2024,"14,467.46","14,367.56","14,468.63","14,355.07",,0.70%,,,,,,,,
17.10.2024,"14,367.56","14,461.11","14,461.11","14,327.55",,-0.65%,,,,,,,,
16.10.2024,"14,461.11","14,263.84","14,482.92","14,263.84",,1.38%,,,,,,,,
15.10.2024,"14,263.84","14,124.35","14,402.65","14,124.35",,1.00%,,,,,,,,
14.10.2024,"14,121.94","14,045.97","14,150.02","13,983.70",,0.54%,,,,,,,,
11.10.2024,"14,045.97","13,909.62","14,045.97","13,909.62",,0.99%,,,,,,,,
10.10.2024,"13,908.91","14,002.90","14,052.95","13,856.46",,-0.66%,,,,,,,,
09.10.2024,"14,001.23","13,975.16","14,005.76","13,897.94",,0.19%,,,,,,,,
08.10.2024,"13,974.07","13,987.23","14,054.79","13,916.56",,-0.09%,,,,,,,,
07.10.2024,"13,987.23","14,114.15","14,114.15","13,923.90",,-0.90%,,,,,,,,
04.10.2024,"14,114.15","14,147.01","14,147.01","13,981.58",,-0.23%,,,,,,,,
03.10.2024,"14,147.01","14,248.36","14,248.36","14,097.21",,-0.71%,,,,,,,,
02.10.2024,"14,247.72","14,322.20","14,322.20","14,157.39",,-0.51%,,,,,,,,
01.10.2024,"14,321.12","14,442.67","14,469.71","14,257.96",,-0.79%,,,,,,,,
30.09.2024,"14,434.65","14,301.36","14,440.69","14,261.11",,0.70%,,,,,,,,
27.09.2024,"14,334.84","14,312.52","14,448.07","14,312.52",,0.17%,,,,,,,,
26.09.2024,"14,310.85","14,460.49","14,498.77","14,270.69",,-1.02%,,,,,,,,
25.09.2024,"14,458.11","14,517.60","14,576.03","14,421.79",,-0.41%,,,,,,,,
24.09.2024,"14,517.60","14,533.10","14,578.53","14,438.98",,-0.09%,,,,,,,,
23.09.2024,"14,530.09","14,365.33","14,550.96","14,365.33",,1.15%,,,,,,,,
20.09.2024,"14,365.33","14,354.33","14,427.04","14,333.90",,-0.50%,,,,,,,,
19.09.2024,"14,438.15","14,420.71","14,566.10","14,349.57",,0.12%,,,,,,,,
18.09.2024,"14,420.51","14,429.76","14,619.42","14,399.98",,-0.06%,,,,,,,,
17.09.2024,"14,429.76","14,545.76","14,588.19","14,399.72",,-0.80%,,,,,,,,
16.09.2024,"14,545.76","14,528.80","14,607.85","14,494.38",,0.23%,,,,,,,,
13.09.2024,"14,512.47","14,401.29","14,519.46","14,401.29",,0.87%,,,,,,,,
12.09.2024,"14,388.01","14,307.49","14,396.56","14,243.60",,0.57%,,,,,,,,
11.09.2024,"14,306.06","14,320.74","14,320.74","14,047.37",,-0.10%,,,,,,,,
10.09.2024,"14,320.74","14,108.04","14,326.89","14,108.04",,1.51%,,,,,,,,
09.09.2024,"14,108.04","13,979.56","14,141.16","13,932.98",,0.99%,,,,,,,,
06.09.2024,"13,970.28","14,007.89","14,013.65","13,844.65",,-0.27%,,,,,,,,
05.09.2024,"14,007.89","14,131.32","14,175.25","13,987.81",,-0.35%,,,,,,,,
04.09.2024,"14,057.60","14,036.88","14,191.56","13,982.03",,0.15%,,,,,,,,
03.09.2024,"14,036.88","14,066.42","14,079.50","13,965.12",,-0.19%,,,,,,,,
30.08.2024,"14,063.26","13,904.91","14,071.16","13,882.80",,1.15%,,,,,,,,
29.08.2024,"13,903.57","13,944.94","13,956.56","13,845.58",,-0.30%,,,,,,,,
28.08.2024,"13,944.94","13,982.92","14,021.54","13,871.27",,-0.27%,,,,,,,,
27.08.2024,"13,982.92","13,942.50","14,002.41","13,855.61",,0.29%,,,,,,,,
26.08.2024,"13,942.50","14,037.57","14,038.16","13,921.47",,-0.08%,,,,,,,,
23.08.2024,"13,953.67","13,718.01","13,980.82","13,718.01",,1.72%,,,,,,,,
22.08.2024,"13,717.81","13,645.18","13,721.43","13,619.96",,0.53%,,,,,,,,
21.08.2024,"13,645.18","13,583.05","13,655.28","13,532.95",,0.50%,,,,,,,,
20.08.2024,"13,577.81","13,580.26","13,604.89","13,521.20",,-0.02%,,,,,,,,
19.08.2024,"13,580.26","13,472.90","13,588.56","13,472.90",,0.81%,,,,,,,,
16.08.2024,"13,471.74","13,497.44","13,526.40","13,404.08",,-0.19%,,,,,,,,
15.08.2024,"13,497.33","13,494.47","13,563.09","13,433.25",,0.02%,,,,,,,,
14.08.2024,"13,494.13","13,439.17","13,550.31","13,416.39",,0.41%,,,,,,,,
13.08.2024,"13,439.17","13,300.02","13,460.09","13,300.02",,1.05%,,,,,,,,
12.08.2024,"13,300.02","13,438.90","13,438.90","13,214.03",,-0.98%,,,,,,,,
09.08.2024,"13,432.20","13,340.20","13,454.26","13,260.99",,0.69%,,,,,,,,
08.08.2024,"13,340.06","13,200.18","13,363.14","13,152.77",,1.18%,,,,,,,,
07.08.2024,"13,184.52","13,284.68","13,483.37","13,176.71",,-0.75%,,,,,,,,
06.08.2024,"13,284.49","12,955.72","13,408.63","12,954.35",,2.54%,,,,,,,,
05.08.2024,"12,955.72","13,337.11","13,337.11","12,941.07",,-2.82%,,,,,,,,
02.08.2024,"13,332.24","13,365.81","13,451.83","13,207.06",,-0.25%,,,,,,,,
01.08.2024,"13,365.81","13,225.41","13,455.75","13,225.41",,1.09%,,,,,,,,
31.07.2024,"13,222.10","13,309.65","13,397.63","13,206.36",,-0.55%,,,,,,,,
30.07.2024,"13,295.79","13,288.76","13,321.29","13,207.37",,0.53%,,,,,,,,
29.07.2024,"13,225.13","13,151.68","13,269.89","13,075.54",,0.56%,,,,,,,,
26.07.2024,"13,151.68","12,932.68","13,197.78","12,932.68",,1.69%,,,,,,,,
25.07.2024,"12,932.68","13,076.53","13,211.16","12,902.06",,-1.10%,,,,,,,,
24.07.2024,"13,076.53","13,309.29","13,357.01","13,067.17",,-1.75%,,,,,,,,
23.07.2024,"13,309.29","13,319.54","13,384.50","13,238.00",,-0.08%,,,,,,,,
22.07.2024,"13,319.54","13,161.58","13,337.27","13,102.00",,1.20%,,,,,,,,
19.07.2024,"13,161.12","13,203.08","13,208.97","13,106.11",,-0.07%,,,,,,,,
18.07.2024,"13,170.07","13,275.33","13,448.28","13,138.28",,-0.79%,,,,,,,,
17.07.2024,"13,275.33","13,184.78","13,393.60","13,184.78",,0.69%,,,,,,,,
16.07.2024,"13,184.78","13,036.71","13,191.00","13,036.71",,1.14%,,,,,,,,
15.07.2024,"13,036.71","12,947.89","13,058.77","12,947.89",,0.70%,,,,,,,,
12.07.2024,"12,945.52","12,874.59","13,026.77","12,874.59",,0.55%,,,,,,,,
11.07.2024,"12,874.59","12,603.32","12,949.95","12,603.32",,2.16%,,,,,,,,
10.07.2024,"12,602.63","12,496.65","12,608.03","12,484.32",,0.86%,,,,,,,,
09.07.2024,"12,494.98","12,491.10","12,540.79","12,374.57",,0.04%,,,,,,,,
08.07.2024,"12,490.39","12,484.12","12,541.51","12,454.21",,0.05%,,,,,,,,
05.07.2024,"12,484.12","12,440.79","12,495.39","12,407.29",,0.35%,,,,,,,,
03.07.2024,"12,440.79","12,467.85","12,534.36","12,433.77",,-0.21%,,,,,,,,
02.07.2024,"12,466.82","12,390.83","12,485.36","12,390.83",,0.62%,,,,,,,,
01.07.2024,"12,389.77","12,500.84","12,501.55","12,307.18",,-0.81%,,,,,,,,
28.06.2024,"12,491.04","12,387.93","12,499.68","12,363.82",,1.09%,,,,,,,,
27.06.2024,"12,355.84","12,255.32","12,366.42","12,230.40",,0.84%,,,,,,,,
26.06.2024,"12,252.97","12,275.43","12,293.76","12,194.96",,-0.18%,,,,,,,,
25.06.2024,"12,275.43","12,434.45","12,434.45","12,221.10",,-1.28%,,,,,,,,
24.06.2024,"12,434.45","12,329.77","12,548.71","12,324.68",,0.85%,,,,,,,,
21.06.2024,"12,329.77","12,331.97","12,345.69","12,254.08",,0.19%,,,,,,,,
20.06.2024,"12,306.44","12,363.51","12,363.51","12,276.83",,-0.46%,,,,,,,,
18.06.2024,"12,363.30","12,307.51","12,382.27","12,306.16",,0.46%,,,,,,,,
