Date,Price,Open,High,Low,Vol.,Change %,,,,,,,
06/06/2022,"8,693.06","8,693.06","8,693.06","8,693.06",,0.31%,,,,,,,
06/03/2022,"8,665.80","8,665.80","8,665.80","8,665.80",,-1.63%,,,,,,,
06/02/2022,"8,809.18","8,809.18","8,809.18","8,809.18",,1.86%,,,,,,,
06/01/2022,"8,648.28","8,648.28","8,648.28","8,648.28",,-0.74%,,,,,,,
05/31/2022,"8,712.60","8,712.60","8,712.60","8,712.60",,-0.62%,,,,,,,
05/27/2022,"8,766.83","8,766.83","8,766.83","8,766.83",,2.49%,,,,,,,
05/26/2022,"8,553.68","8,553.68","8,553.68","8,553.68",,1.99%,,,,,,,
05/25/2022,"8,386.62","8,386.62","8,386.62","8,386.62",,0.95%,,,,,,,
05/24/2022,"8,307.97","8,307.97","8,307.97","8,307.97",,-0.81%,,,,,,,
05/23/2022,"8,375.87","8,375.87","8,375.87","8,375.87",,1.87%,,,,,,,
05/20/2022,"8,222.31","8,222.31","8,222.31","8,222.31",,0.02%,,,,,,,
05/19/2022,"8,220.97","8,220.97","8,220.97","8,220.97",,-0.57%,,,,,,,
05/18/2022,"8,268.32","8,268.32","8,268.32","8,268.32",,-4.02%,,,,,,,
05/17/2022,"8,614.31","8,614.31","8,614.31","8,614.31",,2.02%,,,,,,,
05/16/2022,"8,443.55","8,443.55","8,443.55","8,443.55",,-0.39%,,,,,,,
05/13/2022,"8,476.57","8,476.57","8,476.57","8,476.57",,2.40%,,,,,,,
05/12/2022,"8,278.04","8,278.04","8,278.04","8,278.04",,-0.09%,,,,,,,
05/11/2022,"8,285.82","8,285.82","8,285.82","8,285.82",,-1.64%,,,,,,,
05/10/2022,"8,424.20","8,424.20","8,424.20","8,424.20",,0.25%,,,,,,,
05/09/2022,"8,403.50","8,403.50","8,403.50","8,403.50",,-3.20%,,,,,,,
05/06/2022,"8,680.97","8,680.97","8,680.97","8,680.97",,-0.55%,,,,,,,
05/05/2022,"8,729.21","8,729.21","8,729.21","8,729.21",,-3.55%,,,,,,,
05/04/2022,"9,050.90","9,050.90","9,050.90","9,050.90",,2.99%,,,,,,,
05/03/2022,"8,788.36","8,788.36","8,788.36","8,788.36",,0.48%,,,,,,,
05/02/2022,"8,746.05","8,746.05","8,746.05","8,746.05",,0.57%,,,,,,,
04/29/2022,"8,696.65","8,696.65","8,696.65","8,696.65",,-3.62%,,,,,,,
04/28/2022,"9,023.42","9,023.42","9,023.42","9,023.42",,2.48%,,,,,,,
04/27/2022,"8,805.00","8,805.00","8,805.00","8,805.00",,0.21%,,,,,,,
04/26/2022,"8,786.47","8,786.47","8,786.47","8,786.47",,-2.81%,,,,,,,
04/25/2022,"9,040.86","9,040.86","9,040.86","9,040.86",,0.57%,,,,,,,
04/22/2022,"8,989.51","8,989.51","8,989.51","8,989.51",,-2.77%,,,,,,,
04/21/2022,"9,245.86","9,245.86","9,245.86","9,245.86",,-1.47%,,,,,,,
04/20/2022,"9,383.54","9,383.54","9,383.54","9,383.54",,-0.06%,,,,,,,
04/19/2022,"9,389.21","9,389.21","9,389.21","9,389.21",,1.61%,,,,,,,
04/18/2022,"9,240.69","9,240.69","9,240.69","9,240.69",,-0.02%,,,,,,,
04/14/2022,"9,242.58","9,242.58","9,242.58","9,242.58",,-1.21%,,,,,,,
04/13/2022,"9,356.21","9,356.21","9,356.21","9,356.21",,1.14%,,,,,,,
04/12/2022,"9,251.07","9,251.07","9,251.07","9,251.07",,-0.34%,,,,,,,
04/11/2022,"9,282.48","9,282.48","9,282.48","9,282.48",,-1.69%,,,,,,,
04/08/2022,"9,441.84","9,441.84","9,441.84","9,441.84",,-0.26%,,,,,,,
04/07/2022,"9,466.76","9,466.76","9,466.76","9,466.76",,0.44%,,,,,,,
04/06/2022,"9,425.49","9,425.49","9,425.49","9,425.49",,-0.97%,,,,,,,
04/05/2022,"9,517.94","9,517.94","9,517.94","9,517.94",,-1.24%,,,,,,,
04/04/2022,"9,637.37","9,637.37","9,637.37","9,637.37",,0.81%,,,,,,,
04/01/2022,"9,559.95","9,559.95","9,559.95","9,559.95",,0.34%,,,,,,,
03/31/2022,"9,527.46","9,527.46","9,527.46","9,527.46",,-1.56%,,,,,,,
03/30/2022,"9,678.30","9,678.30","9,678.30","9,678.30",,-0.62%,,,,,,,
03/29/2022,"9,738.60","9,738.60","9,738.60","9,738.60",,1.23%,,,,,,,
03/28/2022,"9,620.66","9,620.66","9,620.66","9,620.66",,0.71%,,,,,,,
03/25/2022,"9,552.40","9,552.40","9,552.40","9,552.40",,0.51%,,,,,,,
03/24/2022,"9,504.19","9,504.19","9,504.19","9,504.19",,1.44%,,,,,,,
03/23/2022,"9,368.98","9,368.98","9,368.98","9,368.98",,-1.22%,,,,,,,
03/22/2022,"9,484.86","9,484.86","9,484.86","9,484.86",,1.13%,,,,,,,
03/21/2022,"9,378.84","9,378.84","9,378.84","9,378.84",,-0.04%,,,,,,,
03/18/2022,"9,382.43","9,382.43","9,382.43","9,382.43",,1.17%,,,,,,,
03/17/2022,"9,274.17","9,274.17","9,274.17","9,274.17",,1.24%,,,,,,,
03/16/2022,"9,160.51","9,160.51","9,160.51","9,160.51",,2.24%,,,,,,,
03/15/2022,"8,959.74","8,959.74","8,959.74","8,959.74",,2.14%,,,,,,,
03/14/2022,"8,771.75","8,771.75","8,771.75","8,771.75",,-0.72%,,,,,,,
03/11/2022,"8,835.40","8,835.40","8,835.40","8,835.40",,-1.29%,,,,,,,
03/10/2022,"8,950.90","8,950.90","8,950.90","8,950.90",,-0.42%,,,,,,,
03/09/2022,"8,988.65","8,988.65","8,988.65","8,988.65",,2.59%,,,,,,,
03/08/2022,"8,762.11","8,762.11","8,762.11","8,762.11",,-0.72%,,,,,,,
03/07/2022,"8,825.72","8,825.72","8,825.72","8,825.72",,-2.95%,,,,,,,
03/04/2022,"9,094.04","9,094.04","9,094.04","9,094.04",,-0.79%,,,,,,,
03/03/2022,"9,166.13","9,166.13","9,166.13","9,166.13",,-0.51%,,,,,,,
03/02/2022,"9,213.39","9,213.39","9,213.39","9,213.39",,1.87%,,,,,,,
03/01/2022,"9,044.47","9,044.47","9,044.47","9,044.47",,-1.54%,,,,,,,
02/28/2022,"9,186.37","9,186.37","9,186.37","9,186.37",,-0.23%,,,,,,,
02/25/2022,"9,207.85","9,207.85","9,207.85","9,207.85",,2.25%,,,,,,,
02/24/2022,"9,005.37","9,005.37","9,005.37","9,005.37",,1.50%,,,,,,,
02/23/2022,"8,871.95","8,871.95","8,871.95","8,871.95",,-1.84%,,,,,,,
02/22/2022,"9,038.32","9,038.32","9,038.32","9,038.32",,-1.01%,,,,,,,
02/18/2022,"9,130.81","9,130.81","9,130.81","9,130.81",,-0.70%,,,,,,,
02/17/2022,"9,195.35","9,195.35","9,195.35","9,195.35",,-2.11%,,,,,,,
02/16/2022,"9,393.09","9,393.09","9,393.09","9,393.09",,0.10%,,,,,,,
02/15/2022,"9,383.57","9,383.57","9,383.57","9,383.57",,1.59%,,,,,,,
02/14/2022,"9,236.86","9,236.86","9,236.86","9,236.86",,-0.38%,,,,,,,
02/11/2022,"9,271.80","9,271.80","9,271.80","9,271.80",,-1.89%,,,,,,,
02/10/2022,"9,450.72","9,450.72","9,450.72","9,450.72",,-1.80%,,,,,,,
02/09/2022,"9,623.84","9,623.84","9,623.84","9,623.84",,1.46%,,,,,,,
02/08/2022,"9,484.95","9,484.95","9,484.95","9,484.95",,0.84%,,,,,,,
02/07/2022,"9,405.84","9,405.84","9,405.84","9,405.84",,-0.37%,,,,,,,
02/04/2022,"9,440.58","9,440.58","9,440.58","9,440.58",,0.53%,,,,,,,
02/03/2022,"9,390.58","9,390.58","9,390.58","9,390.58",,-2.43%,,,,,,,
02/02/2022,"9,624.89","9,624.89","9,624.89","9,624.89",,0.94%,,,,,,,
02/01/2022,"9,534.96","9,534.96","9,534.96","9,534.96",,0.69%,,,,,,,
01/31/2022,"9,469.92","9,469.92","9,469.92","9,469.92",,1.89%,,,,,,,
01/28/2022,"9,294.21","9,294.21","9,294.21","9,294.21",,2.45%,,,,,,,
01/27/2022,"9,072.24","9,072.24","9,072.24","9,072.24",,-0.53%,,,,,,,
01/26/2022,"9,120.75","9,120.75","9,120.75","9,120.75",,-0.15%,,,,,,,
01/25/2022,"9,134.33","9,134.33","9,134.33","9,134.33",,-1.22%,,,,,,,
01/24/2022,"9,246.84","9,246.84","9,246.84","9,246.84",,0.28%,,,,,,,
01/21/2022,"9,221.28","9,221.28","9,221.28","9,221.28",,-1.89%,,,,,,,
01/20/2022,"9,398.96","9,398.96","9,398.96","9,398.96",,-1.10%,,,,,,,
01/19/2022,"9,503.14","9,503.14","9,503.14","9,503.14",,-0.97%,,,,,,,
01/18/2022,"9,595.93","9,595.93","9,595.93","9,595.93",,-1.84%,,,,,,,
01/14/2022,"9,775.53","9,775.53","9,775.53","9,775.53",,0.08%,,,,,,,
01/13/2022,"9,767.35","9,767.35","9,767.35","9,767.35",,-1.41%,,,,,,,
01/12/2022,"9,907.38","9,907.38","9,907.38","9,907.38",,0.28%,,,,,,,
01/11/2022,"9,879.39","9,879.39","9,879.39","9,879.39",,0.92%,,,,,,,
01/10/2022,"9,789.72","9,789.72","9,789.72","9,789.72",,-0.14%,,,,,,,
01/07/2022,"9,803.84","9,803.84","9,803.84","9,803.84",,-0.39%,,,,,,,
01/06/2022,"9,841.92","9,841.92","9,841.92","9,841.92",,-0.09%,,,,,,,
01/05/2022,"9,850.70","9,850.70","9,850.70","9,850.70",,-1.93%,,,,,,,
01/04/2022,"10,044.75","10,044.75","10,044.75","10,044.75",,-0.06%,,,,,,,
01/03/2022,"10,050.41","10,050.41","10,050.41","10,050.41",,0.64%,,,,,,,
12/31/2021,"9,986.70","9,986.70","9,986.70","9,986.70",,-0.26%,,,,,,,
12/30/2021,"10,012.51","10,012.51","10,012.51","10,012.51",,-0.29%,,,,,,,
12/29/2021,"10,041.61","10,041.61","10,041.61","10,041.61",,0.14%,,,,,,,
12/28/2021,"10,027.53","10,027.53","10,027.53","10,027.53",,-0.10%,,,,,,,
12/27/2021,"10,037.67","10,037.67","10,037.67","10,037.67",,1.39%,,,,,,,
12/23/2021,"9,900.30","9,900.30","9,900.30","9,900.30",,0.62%,,,,,,,
12/22/2021,"9,838.90","9,838.90","9,838.90","9,838.90",,1.03%,,,,,,,
12/21/2021,"9,738.73","9,738.73","9,738.73","9,738.73",,1.79%,,,,,,,
12/20/2021,"9,567.91","9,567.91","9,567.91","9,567.91",,-1.14%,,,,,,,
12/17/2021,"9,678.04","9,678.04","9,678.04","9,678.04",,-1.02%,,,,,,,
12/16/2021,"9,778.09","9,778.09","9,778.09","9,778.09",,-0.87%,,,,,,,
12/15/2021,"9,863.92","9,863.92","9,863.92","9,863.92",,1.64%,,,,,,,
12/14/2021,"9,705.06","9,705.06","9,705.06","9,705.06",,-0.73%,,,,,,,
12/13/2021,"9,776.69","9,776.69","9,776.69","9,776.69",,-0.91%,,,,,,,
12/10/2021,"9,866.62","9,866.62","9,866.62","9,866.62",,0.96%,,,,,,,
12/09/2021,"9,773.19","9,773.19","9,773.19","9,773.19",,-0.71%,,,,,,,
12/08/2021,"9,842.68","9,842.68","9,842.68","9,842.68",,0.31%,,,,,,,
12/07/2021,"9,812.20","9,812.20","9,812.20","9,812.20",,2.07%,,,,,,,
12/06/2021,"9,613.02","9,613.02","9,613.02","9,613.02",,1.18%,,,,,,,
12/03/2021,"9,501.28","9,501.28","9,501.28","9,501.28",,-0.84%,,,,,,,
12/02/2021,"9,581.79","9,581.79","9,581.79","9,581.79",,1.44%,,,,,,,
12/01/2021,"9,446.21","9,446.21","9,446.21","9,446.21",,-1.17%,,,,,,,
11/30/2021,"9,558.33","9,558.33","9,558.33","9,558.33",,-1.88%,,,,,,,
11/29/2021,"9,741.78","9,741.78","9,741.78","9,741.78",,1.33%,,,,,,,
11/26/2021,"9,614.25","9,614.25","9,614.25","9,614.25",,-2.27%,,,,,,,
11/24/2021,"9,837.60","9,837.60","9,837.60","9,837.60",,0.23%,,,,,,,
11/23/2021,"9,814.65","9,814.65","9,814.65","9,814.65",,0.17%,,,,,,,
11/22/2021,"9,798.29","9,798.29","9,798.29","9,798.29",,-0.31%,,,,,,,
11/19/2021,"9,828.80","9,828.80","9,828.80","9,828.80",,-0.14%,,,,,,,
11/18/2021,"9,842.35","9,842.35","9,842.35","9,842.35",,0.35%,,,,,,,
11/17/2021,"9,808.27","9,808.27","9,808.27","9,808.27",,-0.24%,,,,,,,
11/16/2021,"9,831.91","9,831.91","9,831.91","9,831.91",,0.39%,,,,,,,
11/15/2021,"9,793.53","9,793.53","9,793.53","9,793.53",,0.00%,,,,,,,
11/12/2021,"9,793.22","9,793.22","9,793.22","9,793.22",,0.73%,,,,,,,
11/11/2021,"9,722.08","9,722.08","9,722.08","9,722.08",,0.06%,,,,,,,
11/10/2021,"9,716.72","9,716.72","9,716.72","9,716.72",,-0.80%,,,,,,,
11/09/2021,"9,795.12","9,795.12","9,795.12","9,795.12",,-0.34%,,,,,,,
11/08/2021,"9,828.81","9,828.81","9,828.81","9,828.81",,0.09%,,,,,,,
11/05/2021,"9,819.98","9,819.98","9,819.98","9,819.98",,0.38%,,,,,,,
11/04/2021,"9,782.48","9,782.48","9,782.48","9,782.48",,0.43%,,,,,,,
11/03/2021,"9,740.47","9,740.47","9,740.47","9,740.47",,0.65%,,,,,,,
11/02/2021,"9,677.95","9,677.95","9,677.95","9,677.95",,0.37%,,,,,,,
11/01/2021,"9,642.45","9,642.45","9,642.45","9,642.45",,0.18%,,,,,,,
10/29/2021,"9,625.02","9,625.02","9,625.02","9,625.02",,0.21%,,,,,,,
10/28/2021,"9,605.23","9,605.23","9,605.23","9,605.23",,0.99%,,,,,,,
10/27/2021,"9,511.27","9,511.27","9,511.27","9,511.27",,-0.50%,,,,,,,
10/26/2021,"9,559.39","9,559.39","9,559.39","9,559.39",,0.18%,,,,,,,
10/25/2021,"9,541.99","9,541.99","9,541.99","9,541.99",,0.48%,,,,,,,
10/22/2021,"9,496.86","9,496.86","9,496.86","9,496.86",,-0.11%,,,,,,,
10/21/2021,"9,506.91","9,506.91","9,506.91","9,506.91",,0.31%,,,,,,,
10/20/2021,"9,477.82","9,477.82","9,477.82","9,477.82",,0.37%,,,,,,,
10/19/2021,"9,443.12","9,443.12","9,443.12","9,443.12",,0.74%,,,,,,,
10/18/2021,"9,373.68","9,373.68","9,373.68","9,373.68",,0.34%,,,,,,,
10/15/2021,"9,342.15","9,342.15","9,342.15","9,342.15",,0.75%,,,,,,,
10/14/2021,"9,272.97","9,272.97","9,272.97","9,272.97",,1.72%,,,,,,,
10/13/2021,"9,116.39","9,116.39","9,116.39","9,116.39",,0.30%,,,,,,,
10/12/2021,"9,088.73","9,088.73","9,088.73","9,088.73",,-0.24%,,,,,,,
10/11/2021,"9,110.76","9,110.76","9,110.76","9,110.76",,-0.69%,,,,,,,
10/08/2021,"9,173.74","9,173.74","9,173.74","9,173.74",,-0.19%,,,,,,,
10/07/2021,"9,191.19","9,191.19","9,191.19","9,191.19",,0.85%,,,,,,,
10/06/2021,"9,113.46","9,113.46","9,113.46","9,113.46",,0.41%,,,,,,,
10/05/2021,"9,076.19","9,076.19","9,076.19","9,076.19",,1.06%,,,,,,,
10/04/2021,"8,980.64","8,980.64","8,980.64","8,980.64",,-1.29%,,,,,,,
10/01/2021,"9,098.25","9,098.25","9,098.25","9,098.25",,1.15%,,,,,,,
09/30/2021,"8,994.83","8,994.83","8,994.83","8,994.83",,-1.18%,,,,,,,
09/29/2021,"9,102.62","9,102.62","9,102.62","9,102.62",,0.17%,,,,,,,
09/28/2021,"9,087.46","9,087.46","9,087.46","9,087.46",,-2.03%,,,,,,,
09/27/2021,"9,275.87","9,275.87","9,275.87","9,275.87",,-0.28%,,,,,,,
09/24/2021,"9,301.49","9,301.49","9,301.49","9,301.49",,0.15%,,,,,,,
09/23/2021,"9,287.80","9,287.80","9,287.80","9,287.80",,1.22%,,,,,,,
09/22/2021,"9,176.08","9,176.08","9,176.08","9,176.08",,0.95%,,,,,,,
09/21/2021,"9,089.55","9,089.55","9,089.55","9,089.55",,-0.08%,,,,,,,
09/20/2021,"9,096.52","9,096.52","9,096.52","9,096.52",,-1.70%,,,,,,,
09/17/2021,"9,253.57","9,253.57","9,253.57","9,253.57",,-0.91%,,,,,,,
09/16/2021,"9,338.61","9,338.61","9,338.61","9,338.61",,-0.15%,,,,,,,
09/15/2021,"9,352.83","9,352.83","9,352.83","9,352.83",,0.85%,,,,,,,
09/14/2021,"9,273.99","9,273.99","9,273.99","9,273.99",,-0.55%,,,,,,,
09/13/2021,"9,325.29","9,325.29","9,325.29","9,325.29",,0.23%,,,,,,,
09/10/2021,"9,304.03","9,304.03","9,304.03","9,304.03",,-0.77%,,,,,,,
09/09/2021,"9,375.99","9,375.99","9,375.99","9,375.99",,-0.45%,,,,,,,
09/08/2021,"9,418.57","9,418.57","9,418.57","9,418.57",,-0.13%,,,,,,,
09/07/2021,"9,430.68","9,430.68","9,430.68","9,430.68",,-0.34%,,,,,,,
09/03/2021,"9,462.54","9,462.54","9,462.54","9,462.54",,-0.03%,,,,,,,
09/02/2021,"9,465.47","9,465.47","9,465.47","9,465.47",,0.30%,,,,,,,
09/01/2021,"9,437.15","9,437.15","9,437.15","9,437.15",,0.04%,,,,,,,
08/31/2021,"9,433.58","9,433.58","9,433.58","9,433.58",,-0.12%,,,,,,,
08/30/2021,"9,445.24","9,445.24","9,445.24","9,445.24",,0.44%,,,,,,,
08/27/2021,"9,404.15","9,404.15","9,404.15","9,404.15",,0.88%,,,,,,,
08/26/2021,"9,321.74","9,321.74","9,321.74","9,321.74",,-0.58%,,,,,,,
08/25/2021,"9,376.00","9,376.00","9,376.00","9,376.00",,0.22%,,,,,,,
08/24/2021,"9,355.11","9,355.11","9,355.11","9,355.11",,0.15%,,,,,,,
08/23/2021,"9,341.09","9,341.09","9,341.09","9,341.09",,0.86%,,,,,,,
08/20/2021,"9,261.31","9,261.31","9,261.31","9,261.31",,0.82%,,,,,,,
08/19/2021,"9,186.07","9,186.07","9,186.07","9,186.07",,0.13%,,,,,,,
08/18/2021,"9,173.93","9,173.93","9,173.93","9,173.93",,-1.06%,,,,,,,
08/17/2021,"9,271.83","9,271.83","9,271.83","9,271.83",,-0.70%,,,,,,,
08/16/2021,"9,337.18","9,337.18","9,337.18","9,337.18",,0.26%,,,,,,,
08/13/2021,"9,312.51","9,312.51","9,312.51","9,312.51",,0.16%,,,,,,,
08/12/2021,"9,297.20","9,297.20","9,297.20","9,297.20",,0.32%,,,,,,,
08/11/2021,"9,267.40","9,267.40","9,267.40","9,267.40",,0.25%,,,,,,,
08/10/2021,"9,244.22","9,244.22","9,244.22","9,244.22",,0.10%,,,,,,,
08/09/2021,"9,235.05","9,235.05","9,235.05","9,235.05",,-0.09%,,,,,,,
08/06/2021,"9,243.03","9,243.03","9,243.03","9,243.03",,0.18%,,,,,,,
08/05/2021,"9,226.49","9,226.49","9,226.49","9,226.49",,0.61%,,,,,,,
08/04/2021,"9,170.76","9,170.76","9,170.76","9,170.76",,-0.46%,,,,,,,
08/03/2021,"9,213.35","9,213.35","9,213.35","9,213.35",,0.82%,,,,,,,
08/02/2021,"9,138.36","9,138.36","9,138.36","9,138.36",,-0.18%,,,,,,,
07/30/2021,"9,155.21","9,155.21","9,155.21","9,155.21",,-0.53%,,,,,,,
07/29/2021,"9,204.25","9,204.25","9,204.25","9,204.25",,0.43%,,,,,,,
07/28/2021,"9,164.62","9,164.62","9,164.62","9,164.62",,-0.02%,,,,,,,
07/27/2021,"9,166.27","9,166.27","9,166.27","9,166.27",,-0.47%,,,,,,,
07/26/2021,"9,209.63","9,209.63","9,209.63","9,209.63",,0.24%,,,,,,,
07/23/2021,"9,187.64","9,187.64","9,187.64","9,187.64",,1.02%,,,,,,,
07/22/2021,"9,094.95","9,094.95","9,094.95","9,094.95",,0.21%,,,,,,,
07/21/2021,"9,075.97","9,075.97","9,075.97","9,075.97",,0.82%,,,,,,,
07/20/2021,"9,001.77","9,001.77","9,001.77","9,001.77",,1.52%,,,,,,,
07/19/2021,"8,867.07","8,867.07","8,867.07","8,867.07",,-1.59%,,,,,,,
07/16/2021,"9,009.89","9,009.89","9,009.89","9,009.89",,-0.75%,,,,,,,
07/15/2021,"9,078.33","9,078.33","9,078.33","9,078.33",,-0.32%,,,,,,,
07/14/2021,"9,107.85","9,107.85","9,107.85","9,107.85",,0.13%,,,,,,,
07/13/2021,"9,096.15","9,096.15","9,096.15","9,096.15",,-0.35%,,,,,,,
07/12/2021,"9,128.22","9,128.22","9,128.22","9,128.22",,0.34%,,,,,,,
07/09/2021,"9,096.84","9,096.84","9,096.84","9,096.84",,1.13%,,,,,,,
07/08/2021,"8,995.26","8,995.26","8,995.26","8,995.26",,-0.84%,,,,,,,
07/07/2021,"9,071.14","9,071.14","9,071.14","9,071.14",,0.34%,,,,,,,
07/06/2021,"9,040.76","9,040.76","9,040.76","9,040.76",,-0.20%,,,,,,,
07/02/2021,"9,058.66","9,058.66","9,058.66","9,058.66",,0.76%,,,,,,,
07/01/2021,"8,990.08","8,990.08","8,990.08","8,990.08",,0.53%,,,,,,,
06/30/2021,"8,942.78","8,942.78","8,942.78","8,942.78",,0.14%,,,,,,,
06/29/2021,"8,930.67","8,930.67","8,930.67","8,930.67",,0.04%,,,,,,,
06/28/2021,"8,927.40","8,927.40","8,927.40","8,927.40",,0.23%,,,,,,,
06/25/2021,"8,906.79","8,906.79","8,906.79","8,906.79",,0.33%,,,,,,,
06/24/2021,"8,877.06","8,877.06","8,877.06","8,877.06",,0.59%,,,,,,,
06/23/2021,"8,825.01","8,825.01","8,825.01","8,825.01",,-0.11%,,,,,,,
06/22/2021,"8,834.56","8,834.56","8,834.56","8,834.56",,0.51%,,,,,,,
06/21/2021,"8,789.52","8,789.52","8,789.52","8,789.52",,1.40%,,,,,,,
06/18/2021,"8,667.76","8,667.76","8,667.76","8,667.76",,-1.31%,,,,,,,
06/17/2021,"8,782.58","8,782.58","8,782.58","8,782.58",,-0.04%,,,,,,,
06/16/2021,"8,786.18","8,786.18","8,786.18","8,786.18",,-0.54%,,,,,,,
06/15/2021,"8,833.68","8,833.68","8,833.68","8,833.68",,-0.20%,,,,,,,
06/14/2021,"8,851.17","8,851.17","8,851.17","8,851.17",,0.21%,,,,,,,
06/11/2021,"8,832.94","8,832.94","8,832.94","8,832.94",,0.20%,,,,,,,
06/10/2021,"8,815.56","8,815.56","8,815.56","8,815.56",,0.47%,,,,,,,
06/09/2021,"8,774.31","8,774.31","8,774.31","8,774.31",,-0.18%,,,,,,,
06/08/2021,"8,790.00","8,790.00","8,790.00","8,790.00",,0.02%,,,,,,,
06/07/2021,"8,788.28","8,788.28","8,788.28","8,788.28",,-0.08%,,,,,,,
06/04/2021,"8,795.08","8,795.08","8,795.08","8,795.08",,0.88%,,,,,,,
06/03/2021,"8,717.97","8,717.97","8,717.97","8,717.97",,-0.35%,,,,,,,
06/02/2021,"8,748.30","8,748.30","8,748.30","8,748.30",,0.16%,,,,,,,
06/01/2021,"8,734.74","8,734.74","8,734.74","8,734.74",,-0.05%,,,,,,,
05/28/2021,"8,738.77","8,738.77","8,738.77","8,738.77",,0.09%,,,,,,,
05/27/2021,"8,730.97","8,730.97","8,730.97","8,730.97",,0.13%,,,,,,,
05/26/2021,"8,720.04","8,720.04","8,720.04","8,720.04",,0.19%,,,,,,,
05/25/2021,"8,703.59","8,703.59","8,703.59","8,703.59",,-0.21%,,,,,,,
05/24/2021,"8,722.00","8,722.00","8,722.00","8,722.00",,1.00%,,,,,,,
05/21/2021,"8,635.55","8,635.55","8,635.55","8,635.55",,-0.07%,,,,,,,
05/20/2021,"8,641.98","8,641.98","8,641.98","8,641.98",,1.06%,,,,,,,
05/19/2021,"8,550.95","8,550.95","8,550.95","8,550.95",,-0.28%,,,,,,,
05/18/2021,"8,574.98","8,574.98","8,574.98","8,574.98",,-0.84%,,,,,,,
05/17/2021,"8,647.57","8,647.57","8,647.57","8,647.57",,-0.25%,,,,,,,
05/14/2021,"8,669.49","8,669.49","8,669.49","8,669.49",,1.50%,,,,,,,
05/13/2021,"8,541.39","8,541.39","8,541.39","8,541.39",,1.23%,,,,,,,
05/12/2021,"8,437.24","8,437.24","8,437.24","8,437.24",,-2.13%,,,,,,,
05/11/2021,"8,620.98","8,620.98","8,620.98","8,620.98",,-0.87%,,,,,,,
05/10/2021,"8,696.29","8,696.29","8,696.29","8,696.29",,-1.04%,,,,,,,
05/07/2021,"8,787.82","8,787.82","8,787.82","8,787.82",,0.75%,,,,,,,
05/06/2021,"8,722.04","8,722.04","8,722.04","8,722.04",,0.83%,,,,,,,
05/05/2021,"8,650.04","8,650.04","8,650.04","8,650.04",,0.07%,,,,,,,
05/04/2021,"8,643.91","8,643.91","8,643.91","8,643.91",,-0.67%,,,,,,,
05/03/2021,"8,702.03","8,702.03","8,702.03","8,702.03",,0.28%,,,,,,,
04/30/2021,"8,678.16","8,678.16","8,678.16","8,678.16",,-0.71%,,,,,,,
04/29/2021,"8,740.35","8,740.35","8,740.35","8,740.35",,0.68%,,,,,,,
04/28/2021,"8,681.17","8,681.17","8,681.17","8,681.17",,-0.08%,,,,,,,
04/27/2021,"8,688.45","8,688.45","8,688.45","8,688.45",,-0.02%,,,,,,,
04/26/2021,"8,690.26","8,690.26","8,690.26","8,690.26",,0.18%,,,,,,,
04/23/2021,"8,674.80","8,674.80","8,674.80","8,674.80",,1.10%,,,,,,,
04/22/2021,"8,580.73","8,580.73","8,580.73","8,580.73",,-0.91%,,,,,,,
04/21/2021,"8,659.80","8,659.80","8,659.80","8,659.80",,0.93%,,,,,,,
04/20/2021,"8,579.95","8,579.95","8,579.95","8,579.95",,-0.68%,,,,,,,
04/19/2021,"8,638.42","8,638.42","8,638.42","8,638.42",,-0.53%,,,,,,,
04/16/2021,"8,684.51","8,684.51","8,684.51","8,684.51",,0.36%,,,,,,,
04/15/2021,"8,653.29","8,653.29","8,653.29","8,653.29",,1.11%,,,,,,,
04/14/2021,"8,558.16","8,558.16","8,558.16","8,558.16",,-0.40%,,,,,,,
04/13/2021,"8,592.25","8,592.25","8,592.25","8,592.25",,0.33%,,,,,,,
04/12/2021,"8,564.03","8,564.03","8,564.03","8,564.03",,-0.02%,,,,,,,
04/09/2021,"8,565.57","8,565.57","8,565.57","8,565.57",,0.77%,,,,,,,
04/08/2021,"8,499.85","8,499.85","8,499.85","8,499.85",,0.45%,,,,,,,
04/07/2021,"8,462.17","8,462.17","8,462.17","8,462.17",,0.15%,,,,,,,
04/06/2021,"8,449.54","8,449.54","8,449.54","8,449.54",,-0.09%,,,,,,,
04/05/2021,"8,457.40","8,457.40","8,457.40","8,457.40",,1.46%,,,,,,,
04/01/2021,"8,335.91","8,335.91","8,335.91","8,335.91",,1.18%,,,,,,,
03/31/2021,"8,238.48","8,238.48","8,238.48","8,238.48",,0.37%,,,,,,,
03/30/2021,"8,208.10","8,208.10","8,208.10","8,208.10",,-0.31%,,,,,,,
03/29/2021,"8,233.25","8,233.25","8,233.25","8,233.25",,-0.09%,,,,,,,
03/26/2021,"8,240.38","8,240.38","8,240.38","8,240.38",,1.66%,,,,,,,
03/25/2021,"8,105.51","8,105.51","8,105.51","8,105.51",,0.53%,,,,,,,
03/24/2021,"8,063.00","8,063.00","8,063.00","8,063.00",,-0.54%,,,,,,,
03/23/2021,"8,106.83","8,106.83","8,106.83","8,106.83",,-0.76%,,,,,,,
03/22/2021,"8,169.14","8,169.14","8,169.14","8,169.14",,0.70%,,,,,,,
03/19/2021,"8,112.13","8,112.13","8,112.13","8,112.13",,-0.05%,,,,,,,
