Date,Price,Open,High,Low,Vol.,Change %,,,,,,,
10/09/2017,"4,940.16","4,940.16","4,940.16","4,940.16",,-0.18%,,,,,,,
10/06/2017,"4,949.09","4,949.09","4,949.09","4,949.09",,-0.08%,,,,,,,
10/05/2017,"4,952.85","4,952.85","4,952.85","4,952.85",,0.58%,,,,,,,
10/04/2017,"4,924.19","4,924.19","4,924.19","4,924.19",,0.13%,,,,,,,
10/03/2017,"4,917.73","4,917.73","4,917.73","4,917.73",,0.22%,,,,,,,
10/02/2017,"4,906.92","4,906.92","4,906.92","4,906.92",,0.39%,,,,,,,
09/29/2017,"4,887.97","4,887.97","4,887.97","4,887.97",,0.37%,,,,,,,
09/28/2017,"4,869.81","4,869.81","4,869.81","4,869.81",,0.14%,,,,,,,
09/27/2017,"4,862.93","4,862.93","4,862.93","4,862.93",,0.41%,,,,,,,
09/26/2017,"4,843.14","4,843.14","4,843.14","4,843.14",,0.02%,,,,,,,
09/25/2017,"4,842.41","4,842.41","4,842.41","4,842.41",,-0.22%,,,,,,,
09/22/2017,"4,853.20","4,853.20","4,853.20","4,853.20",,0.07%,,,,,,,
09/21/2017,"4,849.95","4,849.95","4,849.95","4,849.95",,-0.30%,,,,,,,
09/20/2017,"4,864.61","4,864.61","4,864.61","4,864.61",,0.06%,,,,,,,
09/19/2017,"4,861.52","4,861.52","4,861.52","4,861.52",,0.11%,,,,,,,
09/18/2017,"4,856.08","4,856.08","4,856.08","4,856.08",,0.15%,,,,,,,
09/15/2017,"4,848.84","4,848.84","4,848.84","4,848.84",,0.20%,,,,,,,
09/14/2017,"4,839.29","4,839.29","4,839.29","4,839.29",,-0.08%,,,,,,,
09/13/2017,"4,843.04","4,843.04","4,843.04","4,843.04",,0.08%,,,,,,,
09/12/2017,"4,839.31","4,839.31","4,839.31","4,839.31",,0.34%,,,,,,,
09/11/2017,"4,822.80","4,822.80","4,822.80","4,822.80",,1.09%,,,,,,,
09/08/2017,"4,771.02","4,771.02","4,771.02","4,771.02",,-0.14%,,,,,,,
09/07/2017,"4,777.93","4,777.93","4,777.93","4,777.93",,0.01%,,,,,,,
09/06/2017,"4,777.69","4,777.69","4,777.69","4,777.69",,0.31%,,,,,,,
09/05/2017,"4,762.75","4,762.75","4,762.75","4,762.75",,-0.76%,,,,,,,
09/01/2017,"4,798.99","4,798.99","4,798.99","4,798.99",,0.20%,,,,,,,
08/31/2017,"4,789.18","4,789.18","4,789.18","4,789.18",,0.58%,,,,,,,
08/30/2017,"4,761.72","4,761.72","4,761.72","4,761.72",,0.49%,,,,,,,
08/29/2017,"4,738.62","4,738.62","4,738.62","4,738.62",,0.10%,,,,,,,
08/28/2017,"4,733.97","4,733.97","4,733.97","4,733.97",,0.05%,,,,,,,
08/25/2017,"4,731.46","4,731.46","4,731.46","4,731.46",,0.18%,,,,,,,
08/24/2017,"4,723.03","4,723.03","4,723.03","4,723.03",,-0.21%,,,,,,,
08/23/2017,"4,732.76","4,732.76","4,732.76","4,732.76",,-0.34%,,,,,,,
08/22/2017,"4,748.73","4,748.73","4,748.73","4,748.73",,1.00%,,,,,,,
08/21/2017,"4,701.82","4,701.82","4,701.82","4,701.82",,0.12%,,,,,,,
08/18/2017,"4,696.22","4,696.22","4,696.22","4,696.22",,-0.18%,,,,,,,
08/17/2017,"4,704.73","4,704.73","4,704.73","4,704.73",,-1.54%,,,,,,,
08/16/2017,"4,778.28","4,778.28","4,778.28","4,778.28",,0.17%,,,,,,,
08/15/2017,"4,770.15","4,770.15","4,770.15","4,770.15",,-0.03%,,,,,,,
08/14/2017,"4,771.43","4,771.43","4,771.43","4,771.43",,1.01%,,,,,,,
08/11/2017,"4,723.73","4,723.73","4,723.73","4,723.73",,0.13%,,,,,,,
08/10/2017,"4,717.40","4,717.40","4,717.40","4,717.40",,-1.41%,,,,,,,
08/09/2017,"4,784.94","4,784.94","4,784.94","4,784.94",,-0.02%,,,,,,,
08/08/2017,"4,786.12","4,786.12","4,786.12","4,786.12",,-0.23%,,,,,,,
08/07/2017,"4,797.13","4,797.13","4,797.13","4,797.13",,0.17%,,,,,,,
08/04/2017,"4,789.11","4,789.11","4,789.11","4,789.11",,0.19%,,,,,,,
08/03/2017,"4,779.99","4,779.99","4,779.99","4,779.99",,-0.20%,,,,,,,
08/02/2017,"4,789.54","4,789.54","4,789.54","4,789.54",,0.07%,,,,,,,
08/01/2017,"4,786.27","4,786.27","4,786.27","4,786.27",,0.25%,,,,,,,
07/31/2017,"4,774.56","4,774.56","4,774.56","4,774.56",,-0.07%,,,,,,,
07/28/2017,"4,778.02","4,778.02","4,778.02","4,778.02",,-0.13%,,,,,,,
07/27/2017,"4,784.26","4,784.26","4,784.26","4,784.26",,-0.09%,,,,,,,
07/26/2017,"4,788.41","4,788.41","4,788.41","4,788.41",,0.03%,,,,,,,
07/25/2017,"4,787.04","4,787.04","4,787.04","4,787.04",,0.29%,,,,,,,
07/24/2017,"4,773.10","4,773.10","4,773.10","4,773.10",,-0.10%,,,,,,,
07/21/2017,"4,778.07","4,778.07","4,778.07","4,778.07",,-0.04%,,,,,,,
07/20/2017,"4,779.84","4,779.84","4,779.84","4,779.84",,-0.01%,,,,,,,
07/19/2017,"4,780.25","4,780.25","4,780.25","4,780.25",,0.55%,,,,,,,
07/18/2017,"4,754.27","4,754.27","4,754.27","4,754.27",,0.06%,,,,,,,
07/17/2017,"4,751.33","4,751.33","4,751.33","4,751.33",,0.00%,,,,,,,
07/14/2017,"4,751.43","4,751.43","4,751.43","4,751.43",,0.47%,,,,,,,
07/13/2017,"4,729.25","4,729.25","4,729.25","4,729.25",,0.19%,,,,,,,
07/12/2017,"4,720.28","4,720.28","4,720.28","4,720.28",,0.74%,,,,,,,
07/11/2017,"4,685.64","4,685.64","4,685.64","4,685.64",,-0.08%,,,,,,,
07/10/2017,"4,689.25","4,689.25","4,689.25","4,689.25",,0.09%,,,,,,,
07/07/2017,"4,684.88","4,684.88","4,684.88","4,684.88",,0.64%,,,,,,,
07/06/2017,"4,655.02","4,655.02","4,655.02","4,655.02",,-0.90%,,,,,,,
07/05/2017,"4,697.34","4,697.34","4,697.34","4,697.34",,0.16%,,,,,,,
07/03/2017,"4,689.61","4,689.61","4,689.61","4,689.61",,0.24%,,,,,,,
06/30/2017,"4,678.36","4,678.36","4,678.36","4,678.36",,0.16%,,,,,,,
06/29/2017,"4,670.96","4,670.96","4,670.96","4,670.96",,-0.86%,,,,,,,
06/28/2017,"4,711.33","4,711.33","4,711.33","4,711.33",,0.90%,,,,,,,
06/27/2017,"4,669.27","4,669.27","4,669.27","4,669.27",,-0.81%,,,,,,,
06/26/2017,"4,707.27","4,707.27","4,707.27","4,707.27",,0.03%,,,,,,,
06/23/2017,"4,705.73","4,705.73","4,705.73","4,705.73",,0.16%,,,,,,,
06/22/2017,"4,698.40","4,698.40","4,698.40","4,698.40",,-0.04%,,,,,,,
06/21/2017,"4,700.50","4,700.50","4,700.50","4,700.50",,-0.05%,,,,,,,
06/20/2017,"4,702.82","4,702.82","4,702.82","4,702.82",,-0.67%,,,,,,,
06/19/2017,"4,734.48","4,734.48","4,734.48","4,734.48",,0.84%,,,,,,,
06/16/2017,"4,695.23","4,695.23","4,695.23","4,695.23",,0.03%,,,,,,,
06/15/2017,"4,693.86","4,693.86","4,693.86","4,693.86",,-0.21%,,,,,,,
06/14/2017,"4,703.53","4,703.53","4,703.53","4,703.53",,-0.09%,,,,,,,
06/13/2017,"4,707.88","4,707.88","4,707.88","4,707.88",,0.48%,,,,,,,
06/12/2017,"4,685.54","4,685.54","4,685.54","4,685.54",,-0.09%,,,,,,,
06/09/2017,"4,689.79","4,689.79","4,689.79","4,689.79",,-0.08%,,,,,,,
06/08/2017,"4,693.67","4,693.67","4,693.67","4,693.67",,0.03%,,,,,,,
06/07/2017,"4,692.29","4,692.29","4,692.29","4,692.29",,0.18%,,,,,,,
06/06/2017,"4,683.96","4,683.96","4,683.96","4,683.96",,-0.28%,,,,,,,
06/05/2017,"4,697.00","4,697.00","4,697.00","4,697.00",,-0.12%,,,,,,,
06/02/2017,"4,702.56","4,702.56","4,702.56","4,702.56",,0.37%,,,,,,,
06/01/2017,"4,685.11","4,685.11","4,685.11","4,685.11",,0.77%,,,,,,,
05/31/2017,"4,649.34","4,649.34","4,649.34","4,649.34",,-0.03%,,,,,,,
05/30/2017,"4,650.76","4,650.76","4,650.76","4,650.76",,-0.11%,,,,,,,
05/26/2017,"4,655.65","4,655.65","4,655.65","4,655.65",,0.04%,,,,,,,
05/25/2017,"4,653.59","4,653.59","4,653.59","4,653.59",,0.46%,,,,,,,
05/24/2017,"4,632.37","4,632.37","4,632.37","4,632.37",,0.25%,,,,,,,
05/23/2017,"4,620.70","4,620.70","4,620.70","4,620.70",,0.19%,,,,,,,
05/22/2017,"4,612.12","4,612.12","4,612.12","4,612.12",,0.52%,,,,,,,
05/19/2017,"4,588.35","4,588.35","4,588.35","4,588.35",,0.68%,,,,,,,
05/18/2017,"4,557.41","4,557.41","4,557.41","4,557.41",,0.37%,,,,,,,
05/17/2017,"4,540.58","4,540.58","4,540.58","4,540.58",,-1.79%,,,,,,,
05/16/2017,"4,623.26","4,623.26","4,623.26","4,623.26",,-0.05%,,,,,,,
05/15/2017,"4,625.52","4,625.52","4,625.52","4,625.52",,0.49%,,,,,,,
05/12/2017,"4,602.96","4,602.96","4,602.96","4,602.96",,-0.15%,,,,,,,
05/11/2017,"4,609.69","4,609.69","4,609.69","4,609.69",,-0.18%,,,,,,,
05/10/2017,"4,618.19","4,618.19","4,618.19","4,618.19",,0.15%,,,,,,,
05/09/2017,"4,611.21","4,611.21","4,611.21","4,611.21",,-0.10%,,,,,,,
05/08/2017,"4,615.73","4,615.73","4,615.73","4,615.73",,0.01%,,,,,,,
05/05/2017,"4,615.09","4,615.09","4,615.09","4,615.09",,0.41%,,,,,,,
05/04/2017,"4,596.24","4,596.24","4,596.24","4,596.24",,0.06%,,,,,,,
05/03/2017,"4,593.32","4,593.32","4,593.32","4,593.32",,-0.11%,,,,,,,
05/02/2017,"4,598.24","4,598.24","4,598.24","4,598.24",,0.12%,,,,,,,
05/01/2017,"4,592.78","4,592.78","4,592.78","4,592.78",,0.17%,,,,,,,
04/28/2017,"4,584.82","4,584.82","4,584.82","4,584.82",,-0.19%,,,,,,,
04/27/2017,"4,593.57","4,593.57","4,593.57","4,593.57",,0.07%,,,,,,,
04/26/2017,"4,590.56","4,590.56","4,590.56","4,590.56",,-0.05%,,,,,,,
04/25/2017,"4,592.74","4,592.74","4,592.74","4,592.74",,0.61%,,,,,,,
04/24/2017,"4,564.93","4,564.93","4,564.93","4,564.93",,1.09%,,,,,,,
04/21/2017,"4,515.90","4,515.90","4,515.90","4,515.90",,-0.30%,,,,,,,
04/20/2017,"4,529.65","4,529.65","4,529.65","4,529.65",,0.76%,,,,,,,
04/19/2017,"4,495.56","4,495.56","4,495.56","4,495.56",,-0.16%,,,,,,,
04/18/2017,"4,502.66","4,502.66","4,502.66","4,502.66",,-0.29%,,,,,,,
04/17/2017,"4,515.65","4,515.65","4,515.65","4,515.65",,0.86%,,,,,,,
04/13/2017,"4,477.07","4,477.07","4,477.07","4,477.07",,-0.68%,,,,,,,
04/12/2017,"4,507.76","4,507.76","4,507.76","4,507.76",,-0.37%,,,,,,,
04/11/2017,"4,524.71","4,524.71","4,524.71","4,524.71",,-0.13%,,,,,,,
04/10/2017,"4,530.57","4,530.57","4,530.57","4,530.57",,0.07%,,,,,,,
04/07/2017,"4,527.20","4,527.20","4,527.20","4,527.20",,-0.08%,,,,,,,
04/06/2017,"4,530.93","4,530.93","4,530.93","4,530.93",,0.22%,,,,,,,
04/05/2017,"4,520.86","4,520.86","4,520.86","4,520.86",,-0.30%,,,,,,,
04/04/2017,"4,534.25","4,534.25","4,534.25","4,534.25",,0.07%,,,,,,,
04/03/2017,"4,530.98","4,530.98","4,530.98","4,530.98",,-0.16%,,,,,,,
03/31/2017,"4,538.21","4,538.21","4,538.21","4,538.21",,-0.23%,,,,,,,
03/30/2017,"4,548.46","4,548.46","4,548.46","4,548.46",,0.30%,,,,,,,
03/29/2017,"4,535.01","4,535.01","4,535.01","4,535.01",,0.13%,,,,,,,
03/28/2017,"4,529.17","4,529.17","4,529.17","4,529.17",,0.73%,,,,,,,
03/27/2017,"4,496.53","4,496.53","4,496.53","4,496.53",,-0.10%,,,,,,,
03/24/2017,"4,501.11","4,501.11","4,501.11","4,501.11",,-0.08%,,,,,,,
03/23/2017,"4,504.92","4,504.92","4,504.92","4,504.92",,-0.10%,,,,,,,
03/22/2017,"4,509.65","4,509.65","4,509.65","4,509.65",,0.19%,,,,,,,
03/21/2017,"4,500.98","4,500.98","4,500.98","4,500.98",,-1.23%,,,,,,,
03/20/2017,"4,557.12","4,557.12","4,557.12","4,557.12",,-0.20%,,,,,,,
03/17/2017,"4,566.17","4,566.17","4,566.17","4,566.17",,-0.13%,,,,,,,
03/16/2017,"4,572.16","4,572.16","4,572.16","4,572.16",,-0.16%,,,,,,,
03/15/2017,"4,579.44","4,579.44","4,579.44","4,579.44",,0.84%,,,,,,,
03/14/2017,"4,541.26","4,541.26","4,541.26","4,541.26",,-0.33%,,,,,,,
03/13/2017,"4,556.44","4,556.44","4,556.44","4,556.44",,0.07%,,,,,,,
03/10/2017,"4,553.28","4,553.28","4,553.28","4,553.28",,0.33%,,,,,,,
03/09/2017,"4,538.36","4,538.36","4,538.36","4,538.36",,0.08%,,,,,,,
03/08/2017,"4,534.68","4,534.68","4,534.68","4,534.68",,-0.20%,,,,,,,
03/07/2017,"4,543.75","4,543.75","4,543.75","4,543.75",,-0.28%,,,,,,,
03/06/2017,"4,556.72","4,556.72","4,556.72","4,556.72",,-0.33%,,,,,,,
03/03/2017,"4,571.60","4,571.60","4,571.60","4,571.60",,0.05%,,,,,,,
03/02/2017,"4,569.17","4,569.17","4,569.17","4,569.17",,-0.58%,,,,,,,
03/01/2017,"4,595.73","4,595.73","4,595.73","4,595.73",,1.39%,,,,,,,
02/28/2017,"4,532.93","4,532.93","4,532.93","4,532.93",,-0.25%,,,,,,,
02/27/2017,"4,544.51","4,544.51","4,544.51","4,544.51",,0.12%,,,,,,,
02/24/2017,"4,539.25","4,539.25","4,539.25","4,539.25",,0.17%,,,,,,,
02/23/2017,"4,531.39","4,531.39","4,531.39","4,531.39",,0.05%,,,,,,,
02/22/2017,"4,528.97","4,528.97","4,528.97","4,528.97",,-0.10%,,,,,,,
02/21/2017,"4,533.46","4,533.46","4,533.46","4,533.46",,0.60%,,,,,,,
02/17/2017,"4,506.20","4,506.20","4,506.20","4,506.20",,0.17%,,,,,,,
02/16/2017,"4,498.56","4,498.56","4,498.56","4,498.56",,-0.08%,,,,,,,
02/15/2017,"4,501.99","4,501.99","4,501.99","4,501.99",,0.51%,,,,,,,
02/14/2017,"4,478.98","4,478.98","4,478.98","4,478.98",,0.43%,,,,,,,
02/13/2017,"4,459.83","4,459.83","4,459.83","4,459.83",,0.55%,,,,,,,
02/10/2017,"4,435.42","4,435.42","4,435.42","4,435.42",,0.36%,,,,,,,
02/09/2017,"4,419.40","4,419.40","4,419.40","4,419.40",,0.59%,,,,,,,
02/08/2017,"4,393.31","4,393.31","4,393.31","4,393.31",,0.10%,,,,,,,
02/07/2017,"4,388.87","4,388.87","4,388.87","4,388.87",,0.03%,,,,,,,
02/06/2017,"4,387.67","4,387.67","4,387.67","4,387.67",,-0.21%,,,,,,,
02/03/2017,"4,396.95","4,396.95","4,396.95","4,396.95",,0.74%,,,,,,,
02/02/2017,"4,364.85","4,364.85","4,364.85","4,364.85",,0.06%,,,,,,,
02/01/2017,"4,362.10","4,362.10","4,362.10","4,362.10",,0.05%,,,,,,,
01/31/2017,"4,359.81","4,359.81","4,359.81","4,359.81",,-0.09%,,,,,,,
01/30/2017,"4,363.67","4,363.67","4,363.67","4,363.67",,-0.60%,,,,,,,
01/27/2017,"4,389.85","4,389.85","4,389.85","4,389.85",,-0.08%,,,,,,,
01/26/2017,"4,393.43","4,393.43","4,393.43","4,393.43",,-0.07%,,,,,,,
01/25/2017,"4,396.57","4,396.57","4,396.57","4,396.57",,0.80%,,,,,,,
01/24/2017,"4,361.56","4,361.56","4,361.56","4,361.56",,0.66%,,,,,,,
01/23/2017,"4,333.10","4,333.10","4,333.10","4,333.10",,-0.27%,,,,,,,
01/20/2017,"4,344.67","4,344.67","4,344.67","4,344.67",,0.34%,,,,,,,
01/19/2017,"4,329.96","4,329.96","4,329.96","4,329.96",,-0.36%,,,,,,,
01/18/2017,"4,345.57","4,345.57","4,345.57","4,345.57",,0.19%,,,,,,,
01/17/2017,"4,337.20","4,337.20","4,337.20","4,337.20",,-0.30%,,,,,,,
01/13/2017,"4,350.11","4,350.11","4,350.11","4,350.11",,0.18%,,,,,,,
01/12/2017,"4,342.09","4,342.09","4,342.09","4,342.09",,-0.21%,,,,,,,
01/11/2017,"4,351.32","4,351.32","4,351.32","4,351.32",,0.29%,,,,,,,
01/10/2017,"4,338.64","4,338.64","4,338.64","4,338.64",,0.00%,,,,,,,
01/09/2017,"4,338.62","4,338.62","4,338.62","4,338.62",,-0.35%,,,,,,,
01/06/2017,"4,354.05","4,354.05","4,354.05","4,354.05",,0.38%,,,,,,,
01/05/2017,"4,337.45","4,337.45","4,337.45","4,337.45",,-0.08%,,,,,,,
01/04/2017,"4,340.75","4,340.75","4,340.75","4,340.75",,0.59%,,,,,,,
01/03/2017,"4,315.08","4,315.08","4,315.08","4,315.08",,0.85%,,,,,,,
12/30/2016,"4,278.66","4,278.66","4,278.66","4,278.66",,-0.46%,,,,,,,
12/29/2016,"4,298.39","4,298.39","4,298.39","4,298.39",,-0.02%,,,,,,,
12/28/2016,"4,299.46","4,299.46","4,299.46","4,299.46",,-0.82%,,,,,,,
12/27/2016,"4,334.93","4,334.93","4,334.93","4,334.93",,0.23%,,,,,,,
12/23/2016,"4,325.17","4,325.17","4,325.17","4,325.17",,0.14%,,,,,,,
12/22/2016,"4,319.33","4,319.33","4,319.33","4,319.33",,-0.17%,,,,,,,
12/21/2016,"4,326.85","4,326.85","4,326.85","4,326.85",,-0.24%,,,,,,,
12/20/2016,"4,337.36","4,337.36","4,337.36","4,337.36",,0.38%,,,,,,,
12/19/2016,"4,321.02","4,321.02","4,321.02","4,321.02",,0.20%,,,,,,,
12/16/2016,"4,312.40","4,312.40","4,312.40","4,312.40",,-0.17%,,,,,,,
12/15/2016,"4,319.84","4,319.84","4,319.84","4,319.84",,0.39%,,,,,,,
12/14/2016,"4,302.93","4,302.93","4,302.93","4,302.93",,-0.81%,,,,,,,
12/13/2016,"4,337.86","4,337.86","4,337.86","4,337.86",,0.67%,,,,,,,
12/12/2016,"4,308.94","4,308.94","4,308.94","4,308.94",,-0.11%,,,,,,,
12/09/2016,"4,313.60","4,313.60","4,313.60","4,313.60",,0.59%,,,,,,,
12/08/2016,"4,288.10","4,288.10","4,288.10","4,288.10",,0.23%,,,,,,,
12/07/2016,"4,278.44","4,278.44","4,278.44","4,278.44",,1.34%,,,,,,,
12/06/2016,"4,222.04","4,222.04","4,222.04","4,222.04",,0.34%,,,,,,,
12/05/2016,"4,207.57","4,207.57","4,207.57","4,207.57",,0.59%,,,,,,,
12/02/2016,"4,182.81","4,182.81","4,182.81","4,182.81",,0.04%,,,,,,,
12/01/2016,"4,181.15","4,181.15","4,181.15","4,181.15",,-0.35%,,,,,,,
11/30/2016,"4,195.73","4,195.73","4,195.73","4,195.73",,-0.24%,,,,,,,
11/29/2016,"4,205.99","4,205.99","4,205.99","4,205.99",,0.16%,,,,,,,
11/28/2016,"4,199.39","4,199.39","4,199.39","4,199.39",,-0.51%,,,,,,,
11/25/2016,"4,221.02","4,221.02","4,221.02","4,221.02",,0.39%,,,,,,,
11/23/2016,"4,204.49","4,204.49","4,204.49","4,204.49",,0.08%,,,,,,,
11/22/2016,"4,200.95","4,200.95","4,200.95","4,200.95",,0.22%,,,,,,,
11/21/2016,"4,191.68","4,191.68","4,191.68","4,191.68",,0.75%,,,,,,,
11/18/2016,"4,160.58","4,160.58","4,160.58","4,160.58",,-0.22%,,,,,,,
11/17/2016,"4,169.87","4,169.87","4,169.87","4,169.87",,0.47%,,,,,,,
11/16/2016,"4,150.21","4,150.21","4,150.21","4,150.21",,-0.13%,,,,,,,
11/15/2016,"4,155.62","4,155.62","4,155.62","4,155.62",,0.77%,,,,,,,
11/14/2016,"4,123.81","4,123.81","4,123.81","4,123.81",,0.00%,,,,,,,
11/11/2016,"4,123.69","4,123.69","4,123.69","4,123.69",,-0.14%,,,,,,,
11/10/2016,"4,129.46","4,129.46","4,129.46","4,129.46",,0.20%,,,,,,,
11/09/2016,"4,121.03","4,121.03","4,121.03","4,121.03",,1.11%,,,,,,,
11/08/2016,"4,075.61","4,075.61","4,075.61","4,075.61",,0.43%,,,,,,,
11/07/2016,"4,058.30","4,058.30","4,058.30","4,058.30",,2.22%,,,,,,,
11/04/2016,"3,970.02","3,970.02","3,970.02","3,970.02",,-0.16%,,,,,,,
11/03/2016,"3,976.56","3,976.56","3,976.56","3,976.56",,-0.41%,,,,,,,
11/02/2016,"3,992.76","3,992.76","3,992.76","3,992.76",,-0.64%,,,,,,,
11/01/2016,"4,018.47","4,018.47","4,018.47","4,018.47",,-0.68%,,,,,,,
10/31/2016,"4,045.89","4,045.89","4,045.89","4,045.89",,-0.01%,,,,,,,
10/28/2016,"4,046.36","4,046.36","4,046.36","4,046.36",,-0.31%,,,,,,,
10/27/2016,"4,058.75","4,058.75","4,058.75","4,058.75",,-0.29%,,,,,,,
10/26/2016,"4,070.76","4,070.76","4,070.76","4,070.76",,-0.17%,,,,,,,
10/25/2016,"4,077.80","4,077.80","4,077.80","4,077.80",,-0.38%,,,,,,,
10/24/2016,"4,093.22","4,093.22","4,093.22","4,093.22",,0.48%,,,,,,,
10/21/2016,"4,073.85","4,073.85","4,073.85","4,073.85",,-0.01%,,,,,,,
10/20/2016,"4,074.18","4,074.18","4,074.18","4,074.18",,-0.13%,,,,,,,
10/19/2016,"4,079.50","4,079.50","4,079.50","4,079.50",,0.23%,,,,,,,
10/18/2016,"4,069.99","4,069.99","4,069.99","4,069.99",,0.62%,,,,,,,
10/17/2016,"4,045.07","4,045.07","4,045.07","4,045.07",,-0.30%,,,,,,,
10/14/2016,"4,057.28","4,057.28","4,057.28","4,057.28",,0.02%,,,,,,,
10/13/2016,"4,056.45","4,056.45","4,056.45","4,056.45",,-0.31%,,,,,,,
10/12/2016,"4,068.92","4,068.92","4,068.92","4,068.92",,0.12%,,,,,,,
10/11/2016,"4,063.92","4,063.92","4,063.92","4,063.92",,-1.24%,,,,,,,
10/10/2016,"4,115.12","4,115.12","4,115.12","4,115.12",,0.46%,,,,,,,
10/07/2016,"4,096.25","4,096.25","4,096.25","4,096.25",,-0.32%,,,,,,,
10/06/2016,"4,109.49","4,109.49","4,109.49","4,109.49",,0.05%,,,,,,,
10/05/2016,"4,107.40","4,107.40","4,107.40","4,107.40",,0.47%,,,,,,,
10/04/2016,"4,088.17","4,088.17","4,088.17","4,088.17",,-0.49%,,,,,,,
10/03/2016,"4,108.13","4,108.13","4,108.13","4,108.13",,-0.31%,,,,,,,
09/30/2016,"4,121.06","4,121.06","4,121.06","4,121.06",,0.80%,,,,,,,
09/29/2016,"4,088.47","4,088.47","4,088.47","4,088.47",,-0.93%,,,,,,,
09/28/2016,"4,126.83","4,126.83","4,126.83","4,126.83",,0.55%,,,,,,,
09/27/2016,"4,104.18","4,104.18","4,104.18","4,104.18",,0.65%,,,,,,,
09/26/2016,"4,077.71","4,077.71","4,077.71","4,077.71",,-0.85%,,,,,,,
09/23/2016,"4,112.69","4,112.69","4,112.69","4,112.69",,-0.57%,,,,,,,
09/22/2016,"4,136.41","4,136.41","4,136.41","4,136.41",,0.65%,,,,,,,
09/21/2016,"4,109.63","4,109.63","4,109.63","4,109.63",,1.09%,,,,,,,
09/20/2016,"4,065.20","4,065.20","4,065.20","4,065.20",,0.03%,,,,,,,
09/19/2016,"4,063.94","4,063.94","4,063.94","4,063.94",,0.00%,,,,,,,
09/16/2016,"4,063.97","4,063.97","4,063.97","4,063.97",,-0.38%,,,,,,,
09/15/2016,"4,079.32","4,079.32","4,079.32","4,079.32",,1.03%,,,,,,,
09/14/2016,"4,037.83","4,037.83","4,037.83","4,037.83",,-0.05%,,,,,,,
09/13/2016,"4,039.92","4,039.92","4,039.92","4,039.92",,-1.45%,,,,,,,
09/12/2016,"4,099.47","4,099.47","4,099.47","4,099.47",,1.47%,,,,,,,
09/09/2016,"4,039.95","4,039.95","4,039.95","4,039.95",,-2.45%,,,,,,,
09/08/2016,"4,141.46","4,141.46","4,141.46","4,141.46",,-0.22%,,,,,,,
09/07/2016,"4,150.51","4,150.51","4,150.51","4,150.51",,0.01%,,,,,,,
09/06/2016,"4,150.11","4,150.11","4,150.11","4,150.11",,0.30%,,,,,,,
09/02/2016,"4,137.70","4,137.70","4,137.70","4,137.70",,0.43%,,,,,,,
09/01/2016,"4,120.17","4,120.17","4,120.17","4,120.17",,0.00%,,,,,,,
08/31/2016,"4,120.29","4,120.29","4,120.29","4,120.29",,-0.22%,,,,,,,
08/30/2016,"4,129.34","4,129.34","4,129.34","4,129.34",,-0.18%,,,,,,,
08/29/2016,"4,136.75","4,136.75","4,136.75","4,136.75",,0.54%,,,,,,,
08/26/2016,"4,114.68","4,114.68","4,114.68","4,114.68",,-0.16%,,,,,,,
08/25/2016,"4,121.09","4,121.09","4,121.09","4,121.09",,-0.13%,,,,,,,
08/24/2016,"4,126.65","4,126.65","4,126.65","4,126.65",,-0.52%,,,,,,,
08/23/2016,"4,148.17","4,148.17","4,148.17","4,148.17",,0.20%,,,,,,,
08/22/2016,"4,139.97","4,139.97","4,139.97","4,139.97",,-0.05%,,,,,,,
08/19/2016,"4,142.23","4,142.23","4,142.23","4,142.23",,-0.13%,,,,,,,
08/18/2016,"4,147.64","4,147.64","4,147.64","4,147.64",,0.22%,,,,,,,
08/17/2016,"4,138.42","4,138.42","4,138.42","4,138.42",,0.21%,,,,,,,
08/16/2016,"4,129.68","4,129.68","4,129.68","4,129.68",,-0.53%,,,,,,,
08/15/2016,"4,151.69","4,151.69","4,151.69","4,151.69",,0.29%,,,,,,,
08/12/2016,"4,139.63","4,139.63","4,139.63","4,139.63",,-0.07%,,,,,,,
08/11/2016,"4,142.72","4,142.72","4,142.72","4,142.72",,0.49%,,,,,,,
08/10/2016,"4,122.65","4,122.65","4,122.65","4,122.65",,-0.25%,,,,,,,
08/09/2016,"4,132.96","4,132.96","4,132.96","4,132.96",,0.04%,,,,,,,
08/08/2016,"4,131.19","4,131.19","4,131.19","4,131.19",,-0.08%,,,,,,,
08/05/2016,"4,134.56","4,134.56","4,134.56","4,134.56",,0.86%,,,,,,,
08/04/2016,"4,099.21","4,099.21","4,099.21","4,099.21",,0.05%,,,,,,,
08/03/2016,"4,097.30","4,097.30","4,097.30","4,097.30",,0.34%,,,,,,,
08/02/2016,"4,083.25","4,083.25","4,083.25","4,083.25",,-0.63%,,,,,,,
08/01/2016,"4,109.28","4,109.28","4,109.28","4,109.28",,-0.13%,,,,,,,
07/29/2016,"4,114.51","4,114.51","4,114.51","4,114.51",,0.16%,,,,,,,
07/28/2016,"4,107.75","4,107.75","4,107.75","4,107.75",,0.17%,,,,,,,
07/27/2016,"4,100.81","4,100.81","4,100.81","4,100.81",,-0.12%,,,,,,,
07/26/2016,"4,105.57","4,105.57","4,105.57","4,105.57",,0.04%,,,,,,,
07/25/2016,"4,104.13","4,104.13","4,104.13","4,104.13",,-0.30%,,,,,,,
07/22/2016,"4,116.50","4,116.50","4,116.50","4,116.50",,0.46%,,,,,,,
