תאריך,שער,פתיחה,גבוה,נמוך,נפח,שינוי %,,,,,
31.03.2022,2.6208,2.60925,2.6352,2.5941,,0.55%,,,,,
30.03.2022,2.6065,2.59775,2.632,2.5911,,0.44%,,,,,
29.03.2022,2.5951,2.59985,2.62295,2.59075,,-0.13%,,,,,
28.03.2022,2.5986,2.635,2.6377,2.57285,,-1.25%,,,,,
25.03.2022,2.6314,2.63155,2.65665,2.6268,,0.16%,,,,,
24.03.2022,2.6272,2.66025,2.66435,2.6279,,-1.14%,,,,,
23.03.2022,2.6576,2.66115,2.6788,2.6479,,-0.11%,,,,,
22.03.2022,2.6604,2.69655,2.69745,2.65815,,-1.26%,,,,,
21.03.2022,2.6943,2.72235,2.7261,2.6947,,-0.86%,,,,,
18.03.2022,2.7178,2.7272,2.73535,2.7155,,-0.21%,,,,,
17.03.2022,2.7236,2.7374,2.7482,2.7225,,-0.45%,,,,,
16.03.2022,2.736,2.76805,2.77385,2.73615,,-1.05%,,,,,
15.03.2022,2.7651,2.77685,2.7923,2.76235,,-0.35%,,,,,
14.03.2022,2.7749,2.77245,2.78825,2.7584,,0.13%,,,,,
11.03.2022,2.7713,2.81225,2.81285,2.7671,,-1.36%,,,,,
10.03.2022,2.8094,2.8134,2.8238,2.80135,,0.00%,,,,,
09.03.2022,2.8095,2.8495,2.85085,2.80845,,-1.29%,,,,,
08.03.2022,2.8462,2.8492,2.86815,2.8361,,0.05%,,,,,
07.03.2022,2.8449,2.85185,2.868,2.8347,,-0.13%,,,,,
04.03.2022,2.8486,2.81315,2.8658,2.8083,,1.34%,,,,,
03.03.2022,2.8108,2.78935,2.8194,2.7826,,0.80%,,,,,
02.03.2022,2.7884,2.80525,2.81545,2.78725,,-0.54%,,,,,
01.03.2022,2.8034,2.78965,2.8251,2.78025,,0.61%,,,,,
28.02.2022,2.7863,2.8075,2.8321,2.7721,,-0.11%,,,,,
25.02.2022,2.7895,2.80795,2.8336,2.7922,,-0.54%,,,,,
24.02.2022,2.8047,2.8132,2.8738,2.8028,,-0.22%,,,,,
23.02.2022,2.8108,2.8027,2.81745,2.7919,,0.36%,,,,,
22.02.2022,2.8006,2.80285,2.8232,2.794,,-0.01%,,,,,
21.02.2022,2.801,2.7869,2.81075,2.77085,,0.67%,,,,,
18.02.2022,2.7823,2.7936,2.7969,2.76605,,-0.31%,,,,,
17.02.2022,2.7909,2.76285,2.79735,2.75955,,1.07%,,,,,
16.02.2022,2.7614,2.77875,2.78445,2.7476,,-0.61%,,,,,
15.02.2022,2.7784,2.8206,2.829,2.7764,,-1.38%,,,,,
14.02.2022,2.8173,2.81625,2.84095,2.79915,,0.26%,,,,,
11.02.2022,2.81,2.78455,2.8227,2.77705,,1.03%,,,,,
10.02.2022,2.7813,2.77725,2.7893,2.76935,,0.21%,,,,,
09.02.2022,2.7756,2.78165,2.7925,2.774,,-0.11%,,,,,
08.02.2022,2.7786,2.77355,2.8006,2.76435,,0.22%,,,,,
07.02.2022,2.7725,2.7833,2.7887,2.76915,,-0.38%,,,,,
04.02.2022,2.783,2.77415,2.7933,2.76165,,0.39%,,,,,
03.02.2022,2.7721,2.77005,2.783,2.76765,,0.16%,,,,,
02.02.2022,2.7676,2.76125,2.77755,2.7469,,0.42%,,,,,
01.02.2022,2.7561,2.7536,2.76845,2.743,,0.19%,,,,,
31.01.2022,2.7509,2.77335,2.7783,2.7494,,-0.82%,,,,,
28.01.2022,2.7737,2.7701,2.7825,2.7602,,0.21%,,,,,
27.01.2022,2.7678,2.7754,2.78645,2.75815,,-0.18%,,,,,
26.01.2022,2.7727,2.7911,2.7989,2.76705,,-0.45%,,,,,
25.01.2022,2.7853,2.7744,2.80695,2.77075,,0.48%,,,,,
24.01.2022,2.7719,2.7681,2.80125,2.7567,,0.27%,,,,,
21.01.2022,2.7644,2.74905,2.7738,2.7476,,0.62%,,,,,
20.01.2022,2.7474,2.743,2.7531,2.7339,,0.28%,,,,,
19.01.2022,2.7398,2.7328,2.75015,2.72165,,0.31%,,,,,
18.01.2022,2.7312,2.71395,2.7402,2.70185,,0.75%,,,,,
17.01.2022,2.7109,2.72085,2.72325,2.7096,,-0.29%,,,,,
14.01.2022,2.7188,2.727,2.7435,2.71845,,-0.21%,,,,,
13.01.2022,2.7246,2.7131,2.7338,2.7088,,0.49%,,,,,
12.01.2022,2.7114,2.69455,2.7206,2.69135,,0.66%,,,,,
11.01.2022,2.6936,2.72045,2.72165,2.69265,,-0.85%,,,,,
10.01.2022,2.7167,2.6877,2.73295,2.6796,,1.13%,,,,,
07.01.2022,2.6864,2.68445,2.6954,2.6752,,0.18%,,,,,
06.01.2022,2.6815,2.67325,2.69915,2.6716,,0.37%,,,,,
05.01.2022,2.6716,2.6569,2.67885,2.6538,,0.62%,,,,,
04.01.2022,2.6551,2.69725,2.69875,2.6512,,-1.47%,,,,,
03.01.2022,2.6947,2.6955,2.70125,2.67795,,-0.09%,,,,,
31.12.2021,2.6972,2.69845,2.70615,2.6914,,0.00%,,,,,
30.12.2021,2.6973,2.71385,2.7181,2.69185,,-0.55%,,,,,
29.12.2021,2.7123,2.7012,2.7242,2.69805,,0.50%,,,,,
28.12.2021,2.6988,2.7113,2.72035,2.69435,,-0.38%,,,,,
27.12.2021,2.7092,2.75555,2.759,2.70705,,-1.57%,,,,,
24.12.2021,2.7524,2.756,2.7634,2.74875,,-0.06%,,,,,
23.12.2021,2.7541,2.7725,2.776,2.74895,,-0.60%,,,,,
22.12.2021,2.7707,2.7733,2.7783,2.76395,,0.01%,,,,,
21.12.2021,2.7703,2.79005,2.7911,2.76695,,-0.65%,,,,,
20.12.2021,2.7884,2.75155,2.798,2.7514,,1.45%,,,,,
17.12.2021,2.7485,2.729,2.77015,2.7201,,0.85%,,,,,
16.12.2021,2.7254,2.73625,2.73785,2.71615,,-0.31%,,,,,
15.12.2021,2.7339,2.75935,2.76245,2.73425,,-0.86%,,,,,
14.12.2021,2.7575,2.74185,2.76415,2.7271,,0.67%,,,,,
13.12.2021,2.7391,2.7356,2.74785,2.7238,,0.22%,,,,,
10.12.2021,2.733,2.73355,2.74005,2.71855,,0.05%,,,,,
09.12.2021,2.7317,2.7257,2.74275,2.72175,,0.29%,,,,,
08.12.2021,2.7238,2.75575,2.76135,2.71795,,-1.07%,,,,,
07.12.2021,2.7532,2.79075,2.79365,2.75035,,-1.27%,,,,,
06.12.2021,2.7887,2.80385,2.81595,2.7814,,-0.44%,,,,,
03.12.2021,2.801,2.79755,2.81385,2.7784,,0.29%,,,,,
02.12.2021,2.7929,2.80495,2.81055,2.78585,,-0.37%,,,,,
01.12.2021,2.8032,2.78475,2.80665,2.7634,,0.75%,,,,,
30.11.2021,2.7824,2.78235,2.81285,2.7688,,0.05%,,,,,
29.11.2021,2.781,2.816,2.81775,2.7743,,-1.17%,,,,,
26.11.2021,2.814,2.74005,2.8224,2.73955,,2.74%,,,,,
25.11.2021,2.7389,2.7267,2.74445,2.7112,,0.54%,,,,,
24.11.2021,2.7241,2.7223,2.76615,2.71965,,0.21%,,,,,
23.11.2021,2.7185,2.68935,2.73525,2.68175,,1.19%,,,,,
22.11.2021,2.6866,2.7169,2.71945,2.68355,,-1.03%,,,,,
19.11.2021,2.7145,2.70055,2.72635,2.694,,0.58%,,,,,
18.11.2021,2.6989,2.6969,2.7127,2.6904,,0.14%,,,,,
17.11.2021,2.695,2.6954,2.70045,2.65595,,0.08%,,,,,
16.11.2021,2.6929,2.7194,2.724,2.692,,-0.90%,,,,,
15.11.2021,2.7173,2.7292,2.7329,2.71765,,-0.37%,,,,,
12.11.2021,2.7274,2.73425,2.7361,2.7235,,-0.17%,,,,,
11.11.2021,2.732,2.73725,2.745,2.72795,,-0.11%,,,,,
10.11.2021,2.7351,2.75385,2.757,2.73085,,-0.59%,,,,,
09.11.2021,2.7514,2.7492,2.76185,2.74425,,0.16%,,,,,
08.11.2021,2.7469,2.74155,2.7533,2.71855,,0.23%,,,,,
05.11.2021,2.7407,2.732,2.7473,2.7295,,0.46%,,,,,
04.11.2021,2.7282,2.73475,2.7471,2.7244,,-0.16%,,,,,
03.11.2021,2.7326,2.75185,2.7609,2.73045,,-0.55%,,,,,
02.11.2021,2.7478,2.7338,2.76675,2.72615,,0.62%,,,,,
01.11.2021,2.7309,2.77415,2.77415,2.72755,,-1.42%,,,,,
29.10.2021,2.7703,2.78645,2.79135,2.76305,,-0.47%,,,,,
28.10.2021,2.7835,2.80185,2.8104,2.7833,,-0.60%,,,,,
27.10.2021,2.8002,2.80175,2.81305,2.79935,,-0.03%,,,,,
26.10.2021,2.8011,2.81515,2.81665,2.79855,,-0.42%,,,,,
25.10.2021,2.813,2.8255,2.82825,2.81315,,-0.41%,,,,,
22.10.2021,2.8245,2.81555,2.8293,2.80925,,0.40%,,,,,
21.10.2021,2.8133,2.81055,2.82615,2.8063,,0.14%,,,,,
20.10.2021,2.8093,2.80935,2.8167,2.801,,0.03%,,,,,
19.10.2021,2.8084,2.8153,2.822,2.8076,,-0.18%,,,,,
18.10.2021,2.8135,2.82035,2.8257,2.81255,,-0.19%,,,,,
15.10.2021,2.8188,2.83405,2.8359,2.8139,,-0.49%,,,,,
14.10.2021,2.8327,2.8475,2.85365,2.83085,,-0.44%,,,,,
13.10.2021,2.8452,2.8451,2.85495,2.84115,,0.08%,,,,,
12.10.2021,2.8428,2.84855,2.8583,2.8375,,-0.14%,,,,,
11.10.2021,2.8469,2.88045,2.8824,2.84505,,-1.11%,,,,,
08.10.2021,2.8789,2.89075,2.89725,2.8793,,-0.33%,,,,,
07.10.2021,2.8883,2.90525,2.90945,2.88805,,-0.48%,,,,,
06.10.2021,2.9022,2.8994,2.9181,2.8902,,0.15%,,,,,
05.10.2021,2.8979,2.9062,2.91055,2.896,,-0.22%,,,,,
04.10.2021,2.9043,2.90035,2.91205,2.8898,,0.34%,,,,,
01.10.2021,2.8946,2.8977,2.9077,2.89065,,-0.06%,,,,,
30.09.2021,2.8962,2.87465,2.9007,2.86835,,0.79%,,,,,
29.09.2021,2.8734,2.8797,2.89075,2.8722,,-0.14%,,,,,
28.09.2021,2.8775,2.8832,2.89035,2.8747,,-0.15%,,,,,
27.09.2021,2.8819,2.88855,2.8957,2.8813,,-0.16%,,,,,
24.09.2021,2.8866,2.89895,2.90245,2.886,,-0.38%,,,,,
23.09.2021,2.8976,2.91675,2.9199,2.89695,,-0.58%,,,,,
22.09.2021,2.9146,2.9351,2.93755,2.9138,,-0.63%,,,,,
21.09.2021,2.9331,2.9379,2.93825,2.9255,,-0.06%,,,,,
20.09.2021,2.935,2.9176,2.94185,2.9138,,0.69%,,,,,
17.09.2021,2.9148,2.9275,2.9294,2.91015,,-0.44%,,,,,
16.09.2021,2.9278,2.9306,2.93775,2.92015,,-0.01%,,,,,
15.09.2021,2.9282,2.92785,2.93705,2.92625,,0.08%,,,,,
14.09.2021,2.9258,2.91695,2.9315,2.9114,,0.31%,,,,,
13.09.2021,2.9167,2.91065,2.9221,2.90675,,0.26%,,,,,
10.09.2021,2.9091,2.92175,2.92385,2.9076,,-0.36%,,,,,
09.09.2021,2.9197,2.9077,2.9246,2.90305,,0.51%,,,,,
08.09.2021,2.905,2.90725,2.91375,2.9016,,0.01%,,,,,
07.09.2021,2.9047,2.9166,2.9207,2.90215,,-0.31%,,,,,
06.09.2021,2.9138,2.9187,2.92025,2.90995,,-0.05%,,,,,
03.09.2021,2.9153,2.9149,2.92575,2.9085,,0.09%,,,,,
02.09.2021,2.9128,2.9148,2.91955,2.91105,,0.05%,,,,,
01.09.2021,2.9113,2.91275,2.9187,2.90005,,0.02%,,,,,
31.08.2021,2.9107,2.9256,2.93055,2.911,,-0.44%,,,,,
30.08.2021,2.9236,2.9317,2.94,2.9236,,-0.25%,,,,,
27.08.2021,2.9309,2.93085,2.9395,2.9249,,0.09%,,,,,
26.08.2021,2.9284,2.93425,2.93685,2.9217,,-0.08%,,,,,
25.08.2021,2.9306,2.93515,2.94935,2.92765,,-0.07%,,,,,
24.08.2021,2.9327,2.93915,2.94485,2.92825,,-0.16%,,,,,
23.08.2021,2.9373,2.94955,2.9517,2.9311,,-0.35%,,,,,
20.08.2021,2.9477,2.96005,2.96295,2.9467,,-0.37%,,,,,
19.08.2021,2.9585,2.94565,2.9672,2.93255,,0.51%,,,,,
18.08.2021,2.9436,2.95385,2.9588,2.9362,,-0.29%,,,,,
17.08.2021,2.9521,2.954,2.96125,2.94495,,0.04%,,,,,
16.08.2021,2.9508,2.9313,2.95895,2.9297,,0.63%,,,,,
13.08.2021,2.9323,2.91915,2.93595,2.91525,,0.53%,,,,,
12.08.2021,2.9169,2.9258,2.92855,2.9131,,-0.24%,,,,,
11.08.2021,2.924,2.9177,2.9276,2.90415,,0.28%,,,,,
10.08.2021,2.9158,2.91995,2.92425,2.9134,,-0.09%,,,,,
09.08.2021,2.9184,2.9255,2.9326,2.9178,,-0.18%,,,,,
06.08.2021,2.9237,2.92795,2.9349,2.9181,,-0.10%,,,,,
05.08.2021,2.9266,2.935,2.93705,2.9245,,-0.18%,,,,,
04.08.2021,2.932,2.943,2.9503,2.92835,,-0.32%,,,,,
03.08.2021,2.9414,2.94995,2.95925,2.94115,,-0.21%,,,,,
02.08.2021,2.9477,2.94295,2.95465,2.93625,,0.30%,,,,,
30.07.2021,2.9388,2.9587,2.9646,2.93785,,-0.57%,,,,,
29.07.2021,2.9556,2.96085,2.96595,2.95105,,-0.10%,,,,,
28.07.2021,2.9585,2.96555,2.9678,2.95065,,-0.13%,,,,,
27.07.2021,2.9624,2.95045,2.972,2.9486,,0.46%,,,,,
26.07.2021,2.9488,2.9591,2.9689,2.9484,,-0.31%,,,,,
23.07.2021,2.9579,2.97405,2.9779,2.9553,,-0.41%,,,,,
22.07.2021,2.97,2.9694,2.97885,2.9632,,0.09%,,,,,
21.07.2021,2.9673,2.997,3.00115,2.9651,,-0.90%,,,,,
20.07.2021,2.9943,3.01525,3.01895,2.99235,,-0.62%,,,,,
19.07.2021,3.0129,2.9926,3.02245,2.98745,,0.88%,,,,,
16.07.2021,2.9866,2.9814,2.98965,2.9704,,0.29%,,,,,
15.07.2021,2.9781,2.96665,2.9855,2.9625,,0.44%,,,,,
14.07.2021,2.9652,2.9704,2.978,2.96205,,-0.08%,,,,,
13.07.2021,2.9677,2.97325,2.97875,2.96725,,-0.13%,,,,,
12.07.2021,2.9716,2.97825,2.9858,2.96985,,-0.11%,,,,,
09.07.2021,2.975,2.98715,2.9904,2.9723,,-0.34%,,,,,
08.07.2021,2.985,2.95695,2.9979,2.9568,,1.02%,,,,,
07.07.2021,2.955,2.96095,2.9661,2.94815,,-0.11%,,,,,
06.07.2021,2.9584,2.9406,2.96375,2.9363,,0.67%,,,,,
05.07.2021,2.9386,2.9439,2.949,2.935,,-0.11%,,,,,
02.07.2021,2.9417,2.931,2.9481,2.92565,,0.48%,,,,,
01.07.2021,2.9276,2.9339,2.93875,2.91995,,-0.12%,,,,,
30.06.2021,2.9311,2.9455,2.9542,2.93285,,-0.40%,,,,,
29.06.2021,2.943,2.9449,2.95335,2.9386,,-0.02%,,,,,
28.06.2021,2.9436,2.9358,2.9516,2.9339,,0.48%,,,,,
25.06.2021,2.9296,2.92515,2.9425,2.9208,,0.24%,,,,,
24.06.2021,2.9225,2.93065,2.9425,2.92065,,-0.22%,,,,,
23.06.2021,2.9288,2.946,2.9488,2.92795,,-0.49%,,,,,
22.06.2021,2.9433,2.95955,2.9657,2.941,,-0.51%,,,,,
21.06.2021,2.9585,2.97335,2.99155,2.9581,,-0.51%,,,,,
18.06.2021,2.9736,2.96565,2.9788,2.95865,,0.34%,,,,,
17.06.2021,2.9635,2.94265,2.96675,2.9403,,0.78%,,,,,
16.06.2021,2.9406,2.9435,2.9553,2.9383,,-0.05%,,,,,
15.06.2021,2.942,2.9485,2.95085,2.9384,,-0.14%,,,,,
14.06.2021,2.946,2.9672,2.96875,2.9469,,-0.61%,,,,,
11.06.2021,2.964,2.967,2.96905,2.9582,,0.00%,,,,,
10.06.2021,2.9641,2.9581,2.9681,2.95295,,0.28%,,,,,
09.06.2021,2.9558,2.96235,2.9696,2.95595,,-0.17%,,,,,
08.06.2021,2.9609,2.97105,2.973,2.9606,,-0.29%,,,,,
07.06.2021,2.9694,2.9687,2.9758,2.9645,,0.08%,,,,,
04.06.2021,2.9669,2.95275,2.9736,2.95125,,0.56%,,,,,
03.06.2021,2.9503,2.9639,2.96755,2.95025,,-0.42%,,,,,
02.06.2021,2.9626,2.96115,2.9679,2.953,,0.09%,,,,,
01.06.2021,2.96,2.9649,2.97125,2.95195,,-0.11%,,,,,
31.05.2021,2.9633,2.95915,2.97095,2.95655,,0.30%,,,,,
28.05.2021,2.9545,2.9519,2.96425,2.94895,,0.13%,,,,,
27.05.2021,2.9508,2.97725,2.9828,2.9505,,-0.78%,,,,,
26.05.2021,2.9739,2.97995,2.98885,2.97405,,-0.14%,,,,,
25.05.2021,2.9781,2.98865,2.99105,2.97085,,-0.28%,,,,,
24.05.2021,2.9864,2.98745,3.00275,2.9852,,0.01%,,,,,
21.05.2021,2.986,2.9932,2.99835,2.9843,,-0.18%,,,,,
20.05.2021,2.9913,2.99095,3.0009,2.9826,,0.08%,,,,,
19.05.2021,2.9889,2.9891,3.011,2.9828,,0.11%,,,,,
18.05.2021,2.9857,3.0028,3.00775,2.9821,,-0.50%,,,,,
17.05.2021,3.0007,2.9958,3.01085,2.9902,,0.29%,,,,,
14.05.2021,2.992,3.0039,3.00875,2.9891,,-0.31%,,,,,
13.05.2021,3.0012,2.9987,3.01265,2.9932,,0.19%,,,,,
12.05.2021,2.9954,3.02935,3.03435,2.99695,,-1.05%,,,,,
11.05.2021,3.0273,2.9969,3.03445,2.98885,,1.08%,,,,,
10.05.2021,2.9951,2.9959,3.0034,2.97915,,0.15%,,,,,
07.05.2021,2.9907,2.98675,3.0071,2.97985,,0.22%,,,,,
06.05.2021,2.9842,2.99135,2.9943,2.97245,,-0.19%,,,,,
05.05.2021,2.99,2.98405,2.99465,2.98045,,0.29%,,,,,
04.05.2021,2.9815,2.9798,2.99135,2.96895,,0.12%,,,,,
03.05.2021,2.978,2.97135,2.9848,2.95935,,0.31%,,,,,
30.04.2021,2.9688,2.9831,2.9883,2.9641,,-0.40%,,,,,
29.04.2021,2.9808,2.9933,2.9984,2.971,,-0.35%,,,,,
28.04.2021,2.9913,2.98135,2.99445,2.97425,,0.40%,,,,,
27.04.2021,2.9793,2.99545,2.9984,2.97875,,-0.46%,,,,,
26.04.2021,2.9931,3.01605,3.0235,2.99155,,-0.75%,,,,,
23.04.2021,3.0157,3.01835,3.02725,3.01115,,-0.04%,,,,,
22.04.2021,3.0168,3.0229,3.03115,3.00985,,-0.11%,,,,,
21.04.2021,3.0201,3.00665,3.02675,3.0048,,0.52%,,,,,
20.04.2021,3.0046,3.01385,3.0189,2.99465,,-0.23%,,,,,
19.04.2021,3.0116,3.01415,3.0297,3.01145,,-0.03%,,,,,
16.04.2021,3.0124,3.0161,3.0209,3.00855,,-0.10%,,,,,
15.04.2021,3.0153,3.01175,3.0218,3.0099,,0.19%,,,,,
14.04.2021,3.0096,3.01825,3.02665,3.00775,,-0.21%,,,,,
13.04.2021,3.016,3.01195,3.03205,3.00295,,0.21%,,,,,
12.04.2021,3.0097,3.0006,3.0161,2.998,,0.40%,,,,,
09.04.2021,2.9977,3.004,3.00985,2.99055,,-0.13%,,,,,
08.04.2021,3.0016,2.99715,3.0152,2.99345,,0.24%,,,,,
07.04.2021,2.9943,3.0027,3.01045,2.99205,,-0.23%,,,,,
06.04.2021,3.0012,3.00525,3.00935,2.99115,,-0.07%,,,,,
05.04.2021,3.0032,3.0087,3.01365,2.99695,,-0.16%,,,,,
02.04.2021,3.0079,3.0125,3.01695,3.0036,,-0.07%,,,,,
01.04.2021,3.01,3.01555,3.02225,3.0064,,-0.12%,,,,,
31.03.2021,3.0136,3.0229,3.02555,3.00585,,-0.20%,,,,,
30.03.2021,3.0197,3.0348,3.03565,3.0107,,-0.41%,,,,,
29.03.2021,3.032,3.038,3.0619,3.03215,,-0.14%,,,,,
26.03.2021,3.0362,3.04795,3.05205,3.0308,,-0.28%,,,,,
25.03.2021,3.0448,3.0471,3.0547,3.0261,,-0.02%,,,,,
24.03.2021,3.0453,3.035,3.0501,3.02025,,0.42%,,,,,
23.03.2021,3.0325,3.03065,3.0419,3.0267,,0.12%,,,,,
22.03.2021,3.0288,3.032,3.04295,3.0269,,-0.01%,,,,,
19.03.2021,3.0292,3.0211,3.0362,3.012,,0.37%,,,,,
18.03.2021,3.0181,3.0197,3.0301,3.00615,,0.04%,,,,,
17.03.2021,3.0168,3.02065,3.0256,3.00645,,-0.06%,,,,,
16.03.2021,3.0185,3.0321,3.03495,3.01655,,-0.38%,,,,,
15.03.2021,3.0301,3.0477,3.052,3.02455,,-0.57%,,,,,
12.03.2021,3.0475,3.04625,3.0562,3.03365,,0.11%,,,,,
11.03.2021,3.0441,3.0632,3.06545,3.03915,,-0.59%,,,,,
10.03.2021,3.0622,3.066,3.06765,3.0511,,-0.08%,,,,,
09.03.2021,3.0645,3.07065,3.0734,3.05315,,-0.16%,,,,,
08.03.2021,3.0693,3.0728,3.08215,3.06325,,-0.07%,,,,,
05.03.2021,3.0713,3.07285,3.08145,3.0515,,-0.02%,,,,,
04.03.2021,3.0718,3.09115,3.09735,3.0656,,-0.61%,,,,,
03.03.2021,3.0908,3.09185,3.0973,3.0693,,0.07%,,,,,
02.03.2021,3.0885,3.09375,3.09695,3.0832,,-0.12%,,,,,
01.03.2021,3.0922,3.1071,3.1154,3.07995,,-0.38%,,,,,
26.02.2021,3.104,3.1038,3.12145,3.09715,,0.10%,,,,,
25.02.2021,3.101,3.0822,3.1061,3.0696,,0.65%,,,,,
24.02.2021,3.0811,3.10545,3.1084,3.07805,,-0.71%,,,,,
23.02.2021,3.1032,3.1084,3.11825,3.09505,,-0.06%,,,,,
22.02.2021,3.1051,3.1039,3.1129,3.0915,,0.16%,,,,,
19.02.2021,3.1002,3.0965,3.1087,3.08815,,0.17%,,,,,
18.02.2021,3.0948,3.0859,3.1012,3.08085,,0.35%,,,,,
17.02.2021,3.0841,3.0565,3.0902,3.05005,,0.94%,,,,,
16.02.2021,3.0553,3.0771,3.07945,3.0554,,-0.66%,,,,,
15.02.2021,3.0755,3.09755,3.09995,3.07535,,-0.68%,,,,,
12.02.2021,3.0965,3.1014,3.1032,3.0892,,-0.11%,,,,,
11.02.2021,3.1,3.1155,3.12645,3.0999,,-0.44%,,,,,
10.02.2021,3.1136,3.10885,3.123,3.10125,,0.26%,,,,,
09.02.2021,3.1054,3.09695,3.12025,3.0918,,0.33%,,,,,
08.02.2021,3.0952,3.1211,3.1234,3.0913,,-0.76%,,,,,
05.02.2021,3.119,3.11905,3.1291,3.1054,,0.08%,,,,,
04.02.2021,3.1166,3.1424,3.14485,3.1122,,-0.74%,,,,,
03.02.2021,3.1399,3.14365,3.1539,3.13555,,-0.04%,,,,,
02.02.2021,3.141,3.14015,3.15525,3.1336,,0.09%,,,,,
01.02.2021,3.1382,3.13255,3.14195,3.125,,0.27%,,,,,
29.01.2021,3.1297,3.14985,3.15665,3.12365,,-0.56%,,,,,
28.01.2021,3.1472,3.138,3.16185,3.1292,,0.31%,,,,,
27.01.2021,3.1375,3.1502,3.153,3.13415,,-0.35%,,,,,
26.01.2021,3.1484,3.15775,3.16215,3.1403,,-0.22%,,,,,
25.01.2021,3.1553,3.153,3.16895,3.14045,,0.13%,,,,,
22.01.2021,3.1511,3.16475,3.1711,3.14845,,-0.33%,,,,,
21.01.2021,3.1615,3.15615,3.1815,3.1476,,0.27%,,,,,
20.01.2021,3.1529,3.1354,3.1636,3.12345,,0.60%,,,,,
19.01.2021,3.1341,3.1193,3.13725,3.0934,,0.55%,,,,,
18.01.2021,3.1169,3.14675,3.1806,3.0944,,-0.88%,,,,,
15.01.2021,3.1446,3.06875,3.1711,3.06795,,2.58%,,,,,
14.01.2021,3.0654,3.0122,3.07785,2.99285,,1.86%,,,,,
13.01.2021,3.0093,3.039,3.04575,3.00745,,-0.87%,,,,,
12.01.2021,3.0357,3.0421,3.0493,3.02605,,-0.16%,,,,,
11.01.2021,3.0407,3.06325,3.07015,3.04135,,-0.80%,,,,,
08.01.2021,3.0652,3.0661,3.0725,3.05795,,0.07%,,,,,
07.01.2021,3.0632,3.09095,3.09215,3.0593,,-0.80%,,,,,
06.01.2021,3.0879,3.11775,3.1216,3.0766,,-0.92%,,,,,
05.01.2021,3.1166,3.1138,3.122,3.10885,,0.17%,,,,,
04.01.2021,3.1114,3.11615,3.1241,3.10445,,-0.09%,,,,,
01.01.2021,3.1141,3.1125,3.11575,3.11135,,0.16%,,,,,
31.12.2020,3.109,3.11615,3.1251,3.1073,,-0.14%,,,,,
30.12.2020,3.1135,3.10755,3.1211,3.10655,,0.28%,,,,,
29.12.2020,3.1048,3.1036,3.1117,3.09425,,0.12%,,,,,
28.12.2020,3.1011,3.1083,3.1153,3.0982,,-0.24%,,,,,
25.12.2020,3.1085,3.1014,3.11505,3.1001,,0.29%,,,,,
24.12.2020,3.0995,3.1057,3.1109,3.0954,,-0.11%,,,,,
23.12.2020,3.103,3.1174,3.125,3.1014,,-0.40%,,,,,
22.12.2020,3.1155,3.14535,3.1464,3.1119,,-0.86%,,,,,
21.12.2020,3.1424,3.1337,3.1475,3.1259,,0.38%,,,,,
18.12.2020,3.1304,3.1441,3.14555,3.12475,,-0.36%,,,,,
17.12.2020,3.1416,3.14175,3.155,3.13975,,0.04%,,,,,
16.12.2020,3.1403,3.1384,3.15255,3.1288,,0.16%,,,,,
15.12.2020,3.1354,3.13375,3.1427,3.1274,,0.11%,,,,,
14.12.2020,3.1318,3.1315,3.14775,3.12505,,0.12%,,,,,
11.12.2020,3.128,3.1222,3.1369,3.11825,,0.28%,,,,,
10.12.2020,3.1194,3.12285,3.12475,3.1062,,-0.04%,,,,,
09.12.2020,3.1208,3.1294,3.13255,3.1123,,-0.18%,,,,,
08.12.2020,3.1264,3.128,3.13645,3.1135,,-0.04%,,,,,
07.12.2020,3.1275,3.1399,3.1502,3.1242,,-0.28%,,,,,
04.12.2020,3.1363,3.1449,3.1523,3.12855,,-0.16%,,,,,
03.12.2020,3.1414,3.14485,3.15365,3.1305,,-0.04%,,,,,
02.12.2020,3.1427,3.1517,3.1567,3.13355,,-0.22%,,,,,
01.12.2020,3.1495,3.1695,3.17195,3.14445,,-0.60%,,,,,
30.11.2020,3.1686,3.18755,3.1956,3.16575,,-0.51%,,,,,
27.11.2020,3.1849,3.18615,3.19795,3.1824,,0.02%,,,,,
26.11.2020,3.1844,3.17785,3.1916,3.16895,,0.26%,,,,,
25.11.2020,3.1761,3.1941,3.1955,3.17415,,-0.50%,,,,,
24.11.2020,3.1919,3.2026,3.20905,3.1848,,-0.25%,,,,,
23.11.2020,3.1998,3.2151,3.22545,3.1965,,-0.49%,,,,,
20.11.2020,3.2156,3.22685,3.22945,3.21285,,-0.29%,,,,,
19.11.2020,3.2251,3.2263,3.23105,3.2111,,0.04%,,,,,
18.11.2020,3.2238,3.21795,3.23355,3.2091,,0.23%,,,,,
17.11.2020,3.2163,3.21825,3.2325,3.21245,,-0.01%,,,,,
16.11.2020,3.2166,3.2186,3.22545,3.18985,,-0.02%,,,,,
13.11.2020,3.2173,3.20645,3.2221,3.1969,,0.39%,,,,,
12.11.2020,3.2049,3.202,3.21545,3.2006,,0.17%,,,,,
11.11.2020,3.1994,3.21095,3.22445,3.1944,,-0.27%,,,,,
10.11.2020,3.208,3.19725,3.21715,3.193,,0.37%,,,,,
09.11.2020,3.1961,3.26535,3.26985,3.1835,,-2.02%,,,,,
